G001574495	0.056492	0.86711	0.056108804243486916
G001574835	0.0564452	0.8669	0.056108804243486916
G001574705	0.0564653	0.86642	0.056108804243486916
G001574675	0.0564111	0.86636	0.05617582577563746
G001574755	0.0564306	0.86621	0.056108804243486916
G001574585	0.0564949	0.86616	0.056108804243486916
G001574485	0.0564359	0.86603	0.056108804243486916
G001574655	0.0563864	0.86583	0.05616582577563746
G001574695	0.0564009	0.86573	0.0560506166278861
G000014605	0.0566257	0.86563	0.05769577560415411
G000011405	0.0566241	0.86562	0.05769577560415411
G001574475	0.0564856	0.86558	0.056108804243486916
G001574785	0.0565061	0.86556	0.05605271841332136
G001574555	0.0563942	0.86556	0.055843225391309606
G001574605	0.0564281	0.86555	0.056108804243486916
G001574635	0.0565464	0.86549	0.05727882951186179
G000313385	0.0566343	0.86548	0.05693790352320453
G001574565	0.0564371	0.86537	0.056108804243486916
G001611815	0.0569046	0.86525	0.05696513659940465
G001574775	0.0564195	0.8652	0.05591231232411138
G000833335	0.0566064	0.86518	0.05636181668901641
G000009245	0.0566057	0.86518	0.05636181668901641
G001696935	0.0569014	0.864	0.05598152969508433
G000170295	0.057123	0.86366	0.0566555978334749
G001696955	0.0576414	0.86073	0.05612181668901642
G001412545	0.0594283	0.8602	0.05877962335188738
G000681495	0.0578392	0.85994	0.05646535293481951
G001696945	0.0598414	0.85817	0.057541077617491665
G000153845	0.0602839	0.85047	0.05916414567680752
G000154145	0.0618495	0.84964	0.05778107761749168
G000742095	0.064205	0.84632	0.061548286779788616
G001574885	0.0679425	0.81188	0.05609099037594723
G001608445	0.134282	0.7903	0.11890009109884934
G000019285	0.178295	0.6261	0.17624109898399992
G001753795	0.1827	0.61257	0.15158268849713563
G001042545	0.165096	0.60993	0.16974889403734195
G001042525	0.165112	0.60984	0.16974889403734195
G000505725	0.165119	0.60983	0.170348894037342
G000219045	0.193499	0.58007	0.19556561839730915
G001574945	0.185149	0.26066	0.05648692713671861
G001574935	0.207283	0.1586	0.056452703638624896
G001574905	0.211085	0.13846	0.056452703638624896
