G000091305	0.159299	0.56426	0.1519566793917339
G000156435	0.157487	0.52457	0.14761534336852414
G000158935	0.158351	0.55043	0.15176738078204666
G000158955	0.153514	0.56763	0.14917245406270913
G000203835	0.159053	0.55899	0.1518273807820467
G000204605	0.169353	0.46446	0.1590474130372072
G000242715	0.0309017	0.00156	0.17137082525478622
G000331005	0.165733	0.53517	0.16261741303720723
G000349325	0.159558	0.5557	0.1482502389410957
G000373565	0.200859	0.01246	0.1804658174256645
G000376565	0.162962	0.55884	0.1563674130372072
G000444875	0.160131	0.53209	0.13829547902592187
G000497445	0.161623	0.52035	0.15224547902592186
G000716215	0.156658	0.57788	0.15309914954714782
G000716675	0.17761	0.48226	0.16952581742566453
G000718315	0.165057	0.50415	0.14995547902592188
G000719955	0.185493	0.40057	0.18914819685847667
G000720475	0.178431	0.4478	0.1776258174256645
G000721105	0.157073	0.55911	0.1462291495471478
G000721235	0.161857	0.53251	0.14806738078204665
G000725495	0.16588	0.52457	0.15152577677040058
G000802245	0.169926	0.43151	0.16929547902592187
G000819545	0.173157	0.14428	0.16241966242370381
G000827005	0.182574	0.4214	0.18955798691999406
G000968255	0.120498	0.62984	0.12916129152602454
G001005085	0.164901	0.5553	0.15106134411743705
G001279985	0.162348	0.54476	0.14936605880855158
G001298575	0.168971	0.51574	0.16065741303720718
G001418335	0.164184	0.49699	0.16019518220550066
G001418415	0.160471	0.49303	0.15210851074121257
G001418465	0.176709	0.46255	0.17206581742566446
G001418475	0.15785	0.5492	0.1523566793917339
G001418585	0.161242	0.52946	0.15152344003020501
G001418655	0.160262	0.55935	0.14491518220550065
G001419745	0.174476	0.46711	0.1703258174256645
G001509795	0.16019	0.52249	0.1438837589453282
G001511815	0.15987	0.56891	0.14339547902592187
G001513975	0.154813	0.56009	0.14571850819187387
G001654495	0.164087	0.50162	0.1476883347979743
G001660045	0.159793	0.54686	0.14935738078204663
