REF_ID	ESTIMATED_DISTANCE	PORTION_MAPPED	TRUE_DISTANCE
G000091305	0.159033	0.56679	0.15386607468261115
G000156435	0.158045	0.52573	0.149836519434411
G000158935	0.159348	0.5483	0.15476506114648306
G000158955	0.152903	0.57169	0.1509059361561925
G000203835	0.160133	0.55713	0.15482506114648306
G000204605	0.16941	0.46553	0.1608353697061213
G000242715	0.0298163	0.00129	0.17337599132208317
G000331005	0.165192	0.54059	0.1644053697061213
G000349325	0.159429	0.56072	0.1503288525704483
G000373565	0.204758	0.0116	0.1818012777598652
G000376565	0.162496	0.56355	0.15815536970612126
G000444875	0.160087	0.53475	0.14000393422251126
G000497445	0.16149	0.52575	0.15395393422251122
G000716215	0.156387	0.58156	0.15502762217993157
G000716675	0.177305	0.48574	0.17086127775986523
G000718315	0.164933	0.50593	0.15166393422251126
G000719955	0.185008	0.40317	0.19001119392849486
G000720475	0.178354	0.45059	0.17896127775986526
G000721105	0.157001	0.56265	0.1481576221799316
G000721235	0.162663	0.53023	0.15106506114648305
G000725495	0.165748	0.53109	0.15308591202625807
G000802245	0.170257	0.43533	0.17100393422251128
G000819545	0.172867	0.14675	0.16425497890381302
G000827005	0.182448	0.42611	0.19060375267378815
G000968255	0.121275	0.63337	0.1312793301861074
G001005085	0.164649	0.55876	0.15287450373663192
G001279985	0.162474	0.54667	0.15180739378893332
G001298575	0.168488	0.51916	0.16244536970612128
G001418335	0.163339	0.50241	0.16141479507912804
G001418415	0.158411	0.49779	0.15333469365423824
G001418465	0.176082	0.46557	0.17340127775986522
G001418475	0.157567	0.55372	0.1542660746826111
G001418585	0.160937	0.53305	0.15358542014848786
G001418655	0.159113	0.56586	0.14613479507912805
G001419745	0.173992	0.46903	0.17166127775986523
G001509795	0.160499	0.52612	0.1459211106410576
G001511815	0.160076	0.56893	0.14510393422251125
G001513975	0.154679	0.56349	0.147783634264231
G001654495	0.164386	0.50361	0.14951947689418174
G001660045	0.160493	0.54421	0.15235506114648306
