REF_ID	ESTIMATED_DISTANCE	PORTION_MAPPED	TRUE_DISTANCE
G000011405	0.0150338	0.92949	0.031915177933761966
G000014605	0.0150408	0.92952	0.031915177933761966
G000017785	0.0149322	0.92954	0.03010782897889069
G000019285	0.16666	0.59652	0.1883953209144529
G000153845	0.0152837	0.92292	0.03297621018595391
G000168775	0.0149072	0.92958	0.03043006130613088
G000262205	0.167395	0.55883	0.19596791615347575
G000313385	0.0149551	0.92951	0.030727828978890693
G000478845	0.0149326	0.92903	0.030985177933761977
G000524575	0.0167044	0.92687	0.03153768164760463
G000681495	0.0150724	0.91391	0.030167828978890688
G000742095	0.0187271	0.92057	0.03633467418441722
G000833335	0.0149486	0.926	0.030086990269894802
G001042525	0.166712	0.5552	0.19543311065137753
G001042545	0.166733	0.55492	0.19543311065137753
G001412545	0.0167303	0.9265	0.032797681647604625
G001574475	0.0148227	0.92903	0.029767433069982537
G001574485	0.0148921	0.92928	0.029767433069982537
G001574495	0.015008	0.92974	0.029767433069982537
G001574565	0.0149211	0.92949	0.029767433069982537
G001574585	0.0149228	0.92955	0.029767433069982537
G001574605	0.0148998	0.9295	0.029767433069982537
G001574635	0.0149487	0.92911	0.031485177933761974
G001574655	0.0147815	0.92902	0.029932295955009708
G001574675	0.0148523	0.92928	0.02994229595500971
G001574695	0.0148749	0.92952	0.029846723613355015
G001574705	0.0149314	0.92959	0.029767433069982537
G001574735	0.0147912	0.929	0.029932295955009708
G001574775	0.0148201	0.92929	0.029721893113659328
G001574785	0.0148804	0.92927	0.02983779741101289
G001574795	0.0148557	0.92931	0.029767433069982537
G001574865	0.014329	0.47375	0.029651078647906705
G001574885	0.016368	0.81684	0.0298410786479067
G001574935	0.0218907	0.13569	0.030072676872241834
G001574945	0.0131783	0.32991	0.030201078647906703
G001608445	0.0997811	0.85749	0.10368131116981999
G001611815	0.0150926	0.92606	0.03073776074565549
G001696935	0.0148618	0.92911	0.02978489180582657
G001696945	0.0169057	0.91534	0.031391129095019774
G001696955	0.0149522	0.92045	0.02989053430704864
G001753795	0.137385	0.7005	0.1394314135755218
