REF_ID	ESTIMATED_DISTANCE	PORTION_MAPPED	TRUE_DISTANCE
G000009765	0.212139	0.18522	0.15113174637359034
G000010605	0.221031	0.18776	0.19824174637359038
G000091305	0.216048	0.19471	0.15757174637359037
G000158935	0.206534	0.21815	0.1449425082449201
G000158955	0.216081	0.16611	0.1448701073095806
G000163875	0.228557	0.14988	0.21741174637359034
G000203835	0.204058	0.23245	0.14500250824492011
G000204605	0.219316	0.18244	0.15819174637359038
G000213055	0.229166	0.14507	0.21619174637359034
G000225525	0.203316	0.04372	0.14444125199842622
G000242715		0.16818174637359035
G000253235	0.228223	0.16663	0.18859174637359036
G000317595	0.217045	0.16973	0.15538174637359037
G000331005	0.219616	0.15769	0.16176174637359036
G000349325	0.210413	0.19024	0.14346125199842624
G000373565	0.228675	0.00737	0.18130174637359037
G000375725	0.219883	0.03233	0.19763174637359038
G000376565	0.212431	0.20877	0.1555117463735904
G000384175	0.222901	0.03	0.18863174637359037
G000429085	0.227028	0.10877	0.19595174637359036
G000444875	0.215743	0.20775	0.13753174637359036
G000497425	0.217478	0.17629	0.20667174637359037
G000497445	0.216611	0.16597	0.15148174637359038
G000716215	0.209156	0.17964	0.14798307204338923
G000716675	0.22646	0.17432	0.17036174637359036
G000716805	0.206927	0.20484	0.16696174637359035
G000717025	0.218735	0.15327	0.20238174637359035
G000718095	0.224485	0.14737	0.20143174637359035
G000718315	0.215166	0.21133	0.14919174637359037
G000718595	0.224993	0.16071	0.18996174637359037
G000719335	0.228431	0.17267	0.2010317463735904
G000719955	0.227726	0.16825	0.19099174637359037
G000720455	0.228755	0.15537	0.2083617463735904
G000720475	0.213381	0.17374	0.1784617463735904
G000721235	0.211717	0.20091	0.14124250824492007
G000721265	0.22846	0.13376	0.22528174637359039
G000721275	0.227865	0.18129	0.19330174637359038
G000725495	0.215299	0.19891	0.15409174637359035
G000725795	0.220553	0.14716	0.15087174637359035
G000802245	0.217209	0.1314	0.16853174637359036
G000818195	0.213122	0.03748	0.20543174637359035
G000819545	0.208724	0.07688	0.16127174637359037
G000827005	0.225719	0.1751	0.19101174637359036
G000830005	0.22275	0.18406	0.18601174637359036
G000968255	0.207536	0.21502	0.15331174637359035
G001005085	0.213296	0.23067	0.14944174637359037
G001013905	0.194924	0.22304	0.13490250824492012
G001278075	0.215669	0.17923	0.20165174637359035
G001279695	0.219497	0.16617	0.19490174637359037
G001279725	0.230049	0.13883	0.21138174637359036
G001298575	0.222157	0.17226	0.15980174637359038
G001418335	0.209221	0.17226	0.16342174637359036
G001418415	0.195099	0.20407	0.13459241945070044
G001418465	0.223864	0.1677	0.17290174637359038
G001418475	0.216255	0.17677	0.15797174637359038
G001418585	0.212504	0.19818	0.14669538911837196
G001418655	0.206106	0.20781	0.14814174637359034
G001419695	0.197832	0.18124	0.14031241945070044
G001419745	0.221025	0.17163	0.17116174637359038
G001509795	0.210007	0.21138	0.13916125199842627
G001511815	0.217718	0.20968	0.14263174637359036
G001513975	0.21128	0.16752	0.14095125199842623
G001514045	0.206303	0.20124	0.1470080886424835
G001611795	0.209528	0.1964	0.13544010730958062
G001646665	0.215692	0.1804	0.18509174637359038
G001654495	0.222418	0.17577	0.14592174637359037
G001660045	0.208116	0.22253	0.1425325082449201
G001693675	0.227835	0.13466	0.21493174637359036
G001746425	0.226163	0.15743	0.2043617463735904
G001750785	0.222651	0.15534	0.19917174637359036
G001905365	0.225683	0.15852	0.19234174637359036
