REF_ID	ESTIMATED_DISTANCE	PORTION_MAPPED	TRUE_DISTANCE
G000009765	0.174777	0.47184	0.16810293491581346
G000010605	0.181579	0.44091	0.18786431525036737
G000091305	0.171235	0.50359	0.17044512291446107
G000156435	0.170937	0.47907	0.16720910099788838
G000158935	0.165877	0.52945	0.1692193334503258
G000158955	0.17178	0.50424	0.17448810153721198
G000163875	0.195816	0.36979	0.2121243405011506
G000203835	0.165752	0.53776	0.16927933345032584
G000213055	0.198371	0.3308	0.2178525991225163
G000225525	0.183941	0.06283	0.16882149337006497
G000242715	0.0256159	0.00079	0.18991483163532646
G000253235	0.187113	0.43426	0.18410042818869063
G000331005	0.179312	0.4571	0.18056521404156892
G000342125	0.198023	0.34254	0.20628721026865707
G000349325	0.175625	0.49247	0.16784149337006496
G000373565	0.213825	0.00982	0.18926814732289354
G000375725	0.206152	0.04608	0.18266041033881983
G000376565	0.179693	0.48853	0.17431521404156888
G000384175	0.197366	0.06277	0.18414042818869064
G000429085	0.184927	0.38151	0.19140698540142814
G000444875	0.175862	0.46875	0.15781556091394533
G000497425	0.185223	0.4142	0.20297570211071567
G000497445	0.175589	0.46131	0.17109693601591683
G000695235	0.195606	0.38008	0.20525973109265216
G000716215	0.17378	0.49846	0.17287226425991636
G000716805	0.177805	0.46272	0.18393293491581345
G000717025	0.180303	0.4198	0.19200431525036735
G000717345	0.19227	0.38581	0.19879973109265214
G000718015	0.193923	0.36464	0.20221973109265218
G000718095	0.187858	0.39116	0.19773570211071564
G000718315	0.180487	0.4405	0.16916050206147118
G000718595	0.187252	0.41819	0.18547042818869067
G000718635	0.195426	0.37921	0.20549721026865708
G000719265	0.195399	0.35181	0.20085721026865708
G000719335	0.191864	0.40252	0.1975144931840191
G000719955	0.190352	0.3849	0.19265259912251634
G000720455	0.189402	0.40503	0.2048444931840191
G000720475	0.182534	0.4578	0.18423053692526822
G000721105	0.174874	0.47252	0.16600226425991638
G000721235	0.168415	0.50908	0.1655193334503258
G000721265	0.196897	0.32856	0.22158570211071563
G000721275	0.18942	0.44387	0.18881042818869062
G000725495	0.180044	0.47817	0.17106293491581345
G000725795	0.1791	0.40791	0.17141110864984105
G000818195	0.191524	0.08288	0.20173570211071565
G000819545	0.186862	0.11568	0.1802740628518921
G000827005	0.190989	0.39815	0.1931204124263551
G000830005	0.185525	0.43983	0.18152042818869066
G000935125	0.194658	0.35175	0.19822973109265213
G000968255	0.177279	0.48887	0.17028293491581345
G001005085	0.17989	0.50235	0.17040235400444534
G001013905	0.176045	0.46971	0.1640969931801038
G001187435	0.199094	0.3419	0.2037972102686571
G001279695	0.185428	0.41396	0.19182222115722844
G001279725	0.191606	0.35098	0.20786449318401912
G001279985	0.176767	0.48667	0.17012707316352987
G001298575	0.182864	0.45649	0.1786052140415689
G001418335	0.178546	0.45208	0.18039293491581349
G001418415	0.160281	0.47392	0.16711997254861657
G001418465	0.183436	0.44421	0.18021146492596998
G001418475	0.169124	0.47848	0.17084512291446105
G001418655	0.174321	0.50592	0.16511293491581344
G001419745	0.18284	0.45048	0.17847146492597
G001509795	0.175123	0.48293	0.163541493370065
G001511815	0.175473	0.50108	0.16217575605295043
G001513975	0.173302	0.48015	0.165331493370065
G001514045	0.175977	0.48268	0.17165226425991637
G001611795	0.171793	0.51106	0.165058101537212
G001646665	0.186598	0.41372	0.18060042818869065
G001654495	0.177067	0.4666	0.16695470085205058
G001693675	0.194878	0.35016	0.2096443405011506
G001729485	0.191045	0.38103	0.19703973109265216
G001746425	0.188946	0.40149	0.20084449318401912
G001750785	0.191725	0.38058	0.19468042818869066
