REF_ID	ESTIMATED_DISTANCE	PORTION_MAPPED	TRUE_DISTANCE
G000250675	0.191547	0.31726	0.1946831654361283
G000284035	0.186141	0.2817	0.19669222829424374
G000308355	0.0708396	0.47705	0.13934042309220707
G000308495	0.196384	0.22655	0.22593222829424378
G000308515	0.204308	0.22296	0.23882222829424377
G000308595	0.190404	0.27731	0.201230227059653
G000308615	0.194455	0.30164	0.21822740895567894
G000308635	0.194264	0.29293	0.20723999035061813
G000308675	0.197918	0.2083	0.2288522282942438
G000308695	0.193694	0.29956	0.20634056075013912
G000308755	0.187861	0.28476	0.19422988572907002
G000308795	0.180973	0.34601	0.18794074658491267
G000308835	0.203556	0.15224	0.21217584255018934
G000308855	0.19743	0.26098	0.21645740895567894
G000308875	0.194029	0.31709	0.2024874089556789
G000482385	0.20624	0.16166	0.2570745721047357
G000523235	0.196321	0.28449	0.21686740895567896
G000526215	0.196368	0.29905	0.20490740895567894
G000720425	0.203383	0.25355	0.22918222829424378
G001182745	0.187589	0.31206	0.19267022705965298
G001310275	0.193016	0.27505	0.21065056075013913
G001612765	0.186728	0.2807	0.19714981154917052
G001613505	0.195637	0.29304	0.20967740895567893
G001865855	0.180747	0.31702	0.19425845016538085
G001886715	0.165902	0.32969	0.1894084421918387
