REF_ID	ESTIMATED_DISTANCE	PORTION_MAPPED	TRUE_DISTANCE
G000009765	0.178065	0.46783	0.18093643885617727
G000010605	0.181347	0.42667	0.1914790595322058
G000091305	0.18209	0.47795	0.19171613011727587
G000092385	0.185638	0.45569	0.21048827981346127
G000147815	0.186516	0.44508	0.20924827981346128
G000156435	0.177046	0.4549	0.18844613011727585
G000158915	0.183545	0.43443	0.21637827981346128
G000158935	0.17687	0.48569	0.19270613011727586
G000158955	0.180165	0.45352	0.19280613011727582
G000163875	0.189885	0.39324	0.21548273590018055
G000203835	0.177616	0.48953	0.19276613011727586
G000213055	0.194886	0.35689	0.2199511161029342
G000225525	0.193545	0.06071	0.18526613011727583
G000242715		0.20516613011727583
G000253235	0.183782	0.43217	0.18666273590018057
G000317595	0.181868	0.45673	0.18952613011727584
G000331005	0.183892	0.42825	0.19483286465993255
G000342125	0.188057	0.38477	0.19756213680223356
G000349325	0.180328	0.46341	0.18428613011727585
G000373565	0.245421	0.00556	0.19648172919132625
G000375725	0.230152	0.02602	0.18788148113567324
G000376565	0.182714	0.47383	0.18858286465993251
G000384175	0.192409	0.10451	0.18670273590018055
G000429085	0.181396	0.39094	0.1929822506567341
G000444875	0.181336	0.46515	0.17451613011727585
G000497425	0.184925	0.40117	0.20425420106804318
G000497445	0.181191	0.44678	0.18846613011727584
G000695235	0.186494	0.44377	0.19652608262762902
G000716215	0.180841	0.46593	0.18942613011727583
G000716805	0.182515	0.43971	0.19676643885617726
G000717025	0.182095	0.39182	0.19561905953220576
G000717345	0.182782	0.44532	0.19006608262762903
G000718015	0.184995	0.39507	0.193486082627629
G000718095	0.185253	0.39309	0.19901420106804316
G000718315	0.182773	0.45315	0.18617613011727585
G000718595	0.184104	0.42101	0.18803273590018058
G000718635	0.183406	0.42529	0.19677213680223354
G000719265	0.185784	0.39876	0.19213213680223354
G000719335	0.185179	0.4258	0.19910273590018057
G000719955	0.187372	0.39913	0.19475111610293422
G000720455	0.186964	0.41582	0.20643273590018058
G000720475	0.181798	0.44101	0.19144736042347932
G000721105	0.180492	0.45744	0.18255613011727587
G000721235	0.179677	0.47323	0.18900613011727585
G000721265	0.193328	0.35909	0.2228642010680432
G000721275	0.185026	0.43368	0.19137273590018053
G000725495	0.180032	0.48242	0.18389643885617726
G000725795	0.181083	0.40823	0.18785613011727587
G000802245	0.187054	0.37504	0.20551613011727585
G000818195	0.201786	0.09428	0.20301420106804316
G000819545	0.185587	0.16205	0.19473613011727584
G000827005	0.18802	0.41563	0.19555235489978462
G000830005	0.184322	0.4439	0.18408273590018057
G000935125	0.186195	0.40324	0.18949608262762907
G000938975	0.186403	0.45343	0.20579827981346127
G000968255	0.178615	0.4818	0.18311643885617726
G001005085	0.182172	0.49308	0.18642613011727585
G001013905	0.179485	0.45052	0.18266613011727584
G001187435	0.187339	0.37949	0.19507213680223356
G001278075	0.183169	0.42613	0.19972273590018055
G001279695	0.182604	0.43234	0.1929727359001806
G001279725	0.18772	0.36817	0.20945273590018057
G001279985	0.18224	0.46547	0.18758613011727582
G001298575	0.182165	0.46582	0.19287286465993253
G001418335	0.181736	0.45752	0.19322643885617727
G001418415	0.180977	0.43332	0.19503613011727586
G001418465	0.181158	0.45854	0.18742601544708798
G001418475	0.180356	0.46006	0.19211613011727585
G001418585	0.180793	0.47426	0.18759613011727586
G001418655	0.180953	0.46857	0.17794643885617722
G001419695	0.181505	0.39296	0.20075613011727586
G001419745	0.180938	0.45966	0.18568601544708796
G001509795	0.179917	0.46794	0.17998613011727585
G001511815	0.180432	0.48854	0.1796161301172758
G001513975	0.179511	0.45221	0.18177613011727584
G001514045	0.179811	0.4726	0.18820613011727583
G001611795	0.179879	0.45818	0.18337613011727585
G001646665	0.184199	0.42292	0.18316273590018053
G001654495	0.178982	0.45915	0.18290613011727586
G001660045	0.179141	0.47539	0.19029613011727586
G001693675	0.189356	0.38124	0.2130027359001806
G001729485	0.181466	0.43944	0.18830608262762905
G001746425	0.185528	0.4055	0.20243273590018054
G001750785	0.184693	0.40082	0.19724273590018057
