REF_ID	ESTIMATED_DISTANCE	PORTION_MAPPED	TRUE_DISTANCE
G000009765	0.179746	0.31553	0.16362860126243714
G000010605	0.194453	0.2826	0.200528719712469
G000091305	0.187017	0.31871	0.17268925919250816
G000092385	0.191496	0.30638	0.2181271538894745
G000158915	0.19319	0.28079	0.22253775911420443
G000158935	0.181879	0.33317	0.16920064653608574
G000158955	0.186136	0.28877	0.1692526798898853
G000163875	0.200152	0.24242	0.21969871971246896
G000203835	0.182433	0.3453	0.16926064653608572
G000213055	0.199841	0.23489	0.21980096336188903
G000225525	0.161682	0.0567	0.16377975088424926
G000253235	0.194582	0.27407	0.19087871971246897
G000317595	0.186452	0.30567	0.1704992591925082
G000331005	0.18559	0.28962	0.17634957434227527
G000342125	0.203946	0.23587	0.2073967339886562
G000349325	0.185086	0.3028	0.16279975088424925
G000375725	0.223737	0.02673	0.199918719712469
G000376565	0.186704	0.32736	0.17009957434227524
G000384175	0.177166	0.08203	0.19091871971246901
G000429085	0.196852	0.22221	0.19823871971246898
G000444875	0.187049	0.30662	0.152058618399118
G000497425	0.196771	0.26133	0.20895871971246896
G000716215	0.1854	0.29959	0.16780708277247888
G000716675	0.189503	0.30745	0.1754737130298657
G000716805	0.182147	0.31455	0.17871737844606791
G000717025	0.192632	0.24718	0.20466871971246897
G000717345	0.190163	0.27952	0.1968425559664166
G000717745	0.191725	0.25711	0.20684816816613893
G000718015	0.19428	0.24601	0.20179296409956485
G000718095	0.191061	0.25549	0.20371871971246897
G000718315	0.189713	0.30943	0.16310197156747608
G000718595	0.193011	0.26537	0.19224871971246899
G000718635	0.19638	0.26743	0.2066067339886562
G000719265	0.196565	0.2448	0.2019667339886562
G000719335	0.197636	0.27128	0.20331871971246898
G000719955	0.19445	0.27232	0.19460096336188906
G000720455	0.197556	0.25734	0.21064871971246898
G000720475	0.189888	0.28192	0.18357371302986575
G000721235	0.185009	0.31807	0.16550064653608573
G000721265	0.197661	0.22938	0.22756871971246898
G000721275	0.19806	0.28531	0.19558871971246897
G000725495	0.184493	0.31649	0.16658860126243713
G000725795	0.185618	0.25967	0.16589878749589423
G000802245	0.190317	0.24765	0.18174995678974462
G000818195	0.202406	0.07099	0.20771871971246897
G000819545	0.175525	0.11131	0.176029976966107
G000827005	0.195036	0.26586	0.19482706848709846
G000830005	0.192906	0.28747	0.18829871971246898
G000935125	0.190897	0.2583	0.19627255596641657
G000938975	0.17581	0.32109	0.2063273270126373
G000968255	0.181584	0.32913	0.16580860126243716
G001005085	0.187717	0.33668	0.16529326714857104
G001013905	0.183682	0.3062	0.15916064653608572
G001187435	0.198144	0.2446	0.20490673398865616
G001278075	0.192056	0.27318	0.20393871971246896
G001279695	0.189235	0.28282	0.19718871971246899
G001279725	0.19552	0.22745	0.21366871971246898
G001298575	0.187732	0.31132	0.17438957434227523
G001418335	0.176217	0.31058	0.173936573369248
G001418415	0.184116	0.29848	0.16800269970804288
G001418465	0.186464	0.29887	0.17801371302986574
G001418475	0.185625	0.30413	0.17308925919250817
G001418495	0.18745	0.202	0.20868740376961645
G001418585	0.183652	0.326	0.16609346988877496
G001419695	0.18563	0.26386	0.1737226997080429
G001419745	0.186329	0.30475	0.17627371302986572
G001509795	0.183434	0.30667	0.15849975088424925
G001511815	0.186716	0.33661	0.15584995678974461
G001513975	0.183944	0.29087	0.16028975088424924
G001514045	0.183336	0.32046	0.1666396659875918
G001611795	0.183457	0.31874	0.15982267988988527
G001646665	0.193648	0.28082	0.187378719712469
G001654495	0.186071	0.3088	0.16191486753213324
G001660045	0.183013	0.3232	0.16679064653608572
G001693675	0.197785	0.22548	0.21721871971246895
G001729485	0.189515	0.27719	0.1950825559664166
G001746425	0.193243	0.25678	0.20664871971246898
G001750785	0.194087	0.26664	0.20145871971246898
G001905365	0.192369	0.27289	0.19462871971246895
