REF_ID	ESTIMATED_DISTANCE	PORTION_MAPPED	TRUE_DISTANCE
G000023245	0.211255	0.30527	0.2991156518482436
G000023865	0.200343	0.23687	0.2591473857171682
G000062885	0.209373	0.26264	0.3118556518482436
G000194155	0.208098	0.21549	0.3203956518482436
G000196675	0.223395	0.22407	0.3392956518482436
G000196835	0.202334	0.36075	0.2554807932840371
G000231055	0.194749	0.29189	0.24242738571716818
G000243395	0.194827	0.26799	0.23782738571716816
G000244955	0.195672	0.29573	0.2500742365852139
G000244975	0.196076	0.28715	0.22828738571716817
G000258175	0.199251	0.26724	0.2618873857171682
G000328705	0.207781	0.3063	0.29263565184824364
G000371785	0.220026	0.13496	0.3512856518482436
G000374445	0.206715	0.26751	0.3078256518482436
G000379465	0.216266	0.0706	0.3283656518482436
G000379625	0.256254	0.00296	0.3699356518482436
G000383795	0.180427	0.32294	0.21608166637293483
G000383915	0.201245	0.08661	0.2652107932840372
G000384035	0.217412	0.13564	0.3500056518482436
G000423625	0.218788	0.16918	0.3482056518482436
G000427825	0.243306	0.00489	0.2661268609615818
G000429025	0.217481	0.22244	0.35629565184824363
G000482865	0.205339	0.2492	0.30851565184824364
G000497205	0.20979	0.16016	0.3353856518482436
G000504245	0.204777	0.22065	0.3010685106730274
G000519205		0.2579860597924273
G000525635	0.20802	0.30631	0.29035565184824363
G000527075	0.194495	0.18367	0.23884738571716818
G000564855	0.209648	0.29535	0.3021356518482436
G000568255	0.212111	0.29051	0.30570565184824366
G000620785	0.216986	0.2908	0.34694565184824366
G000715825	0.208337	0.30893	0.29180565184824364
G000715895	0.218683	0.16455	0.3088656518482436
G000716595	0.211141	0.28807	0.29923565184824363
G000716755	0.21165	0.35174	0.2884956518482436
G000717175	0.223135	0.24374	0.33144565184824365
G000717335	0.202662	0.29758	0.2696807932840371
G000718005	0.213802	0.19405	0.31764565184824367
G000719115	0.211412	0.2267	0.3201356518482436
G000719975	0.199742	0.26119	0.25548798836099335
G000720955	0.208801	0.26979	0.29700565184824357
G000732925	0.199421	0.34561	0.25370079328403705
G000739085	0.196383	0.33975	0.23363605979242735
G000763095	0.216042	0.1525	0.33836565184824363
G000974445	0.214609	0.25726	0.3212856518482436
G001302585	0.208179	0.29464	0.3125056518482436
G001420995	0.218709	0.23325	0.3628356518482436
G001701025	0.213545	0.27422	0.31645565184824365
G001902615	0.219404	0.23297	0.35841565184824364
G001921215	0.21135	0.3218	0.3066356518482436
G900104505	0.209004	0.25497	0.3065256518482436
G900115565	0.193683	0.35965	0.23486419844291914
G900129375	0.210254	0.26295	0.28613565184824363
