15	3	1	uniform	G000373665	0.2175877533479156
15	3	1	uniform	G900142575	0.2370094192912563
15	3	1	uniform	G000745345	0.23938259555949354
15	3	1	uniform	G000240165	0.22638976651978412
15	3	1	uniform	G001011035	0.23997743720027725
15	3	1	uniform	G000993785	0.24553879432910583
15	3	1	uniform	G000719135	0.255120898508064
15	3	1	uniform	G001493375	0.24781192159783322
15	3	1	uniform	G001083795	0.24926640705297856
15	3	1	uniform	G000718985	0.22498247041274502
15	3	1	uniform	G000424845	0.2384633327853213
15	3	1	uniform	G000424825	0.23103952160463304
15	3	1	uniform	G000497405	0.24851524684738058
15	3	1	uniform	G000426325	0.226088771112138
15	3	1	uniform	G000424965	0.2405411111051383
15	3	1	uniform	G000964305	0.24493896712657776
15	3	1	uniform	G900090125	0.24493896712657776
15	3	1	uniform	G000381025	0.26179460018024736
15	3	1	uniform	G000721445	0.2448047377788713
15	3	1	uniform	G001751375	0.243238723311016
15	3	1	uniform	G000424785	0.2442101487187621
15	3	1	uniform	G001418495	0.21387426816916746
15	3	1	uniform	G000092385	0.23677883912345796
15	3	1	uniform	G000158915	0.22382014871036207
15	3	1	uniform	G000147815	0.22801020680978099
15	3	1	uniform	G000938975	0.22770450986675048
15	3	1	uniform	G000718635	0.2163448524743246
15	3	1	uniform	G000719265	0.21200890583379078
15	3	1	uniform	G001187435	0.21957243019854725
15	3	1	uniform	G000342125	0.21836344228842622
15	3	1	uniform	G000717745	0.2169991485113642
15	3	1	uniform	G000718015	0.2207700004730445
15	3	1	uniform	G000695235	0.22193647675828165
15	3	1	uniform	G000935125	0.22341652172903198
15	3	1	uniform	G000717345	0.2154189109811393
15	3	1	uniform	G001729485	0.21626789230132615
15	3	1	uniform	G000721265	0.22824340625218667
15	3	1	uniform	G000818195	0.21595723589969015
15	3	1	uniform	G000718095	0.20492114626058655
15	3	1	uniform	G000497425	0.1872907328497207
15	3	1	uniform	G000429085	0.20577873539529518
15	3	1	uniform	G000375725	0.20354096252902398
15	3	1	uniform	G001905365	0.21045059343271483
