1	3	1	uniform	0.0	-0.00018592880147204544	-0.00017728344618062798	4
1	3	1	exp	0.0	-0.0001852753373003103	-0.00016829818694318665	4
1	3	2	uniform	0.2	0.0009713428776920679	0.0008177348909020895	3
1	3	3	exp	0.2	-0.00010369045369819111	2.221314824139061e-05	3
1	3	4	uniform	0.0	-1.814552712756302e-05	0.00036037187658234096	2
1	3	5	uniform	0.2	0.00011044561371771443	-0.00019047375435223454	3
1	3	5	exp	0.2	0.00012552817475945433	-0.0003831230939672694	3
1	5	1	uniform	0.1111111111111111	0.00017805102368289986	0.055728373480812304	5
1	5	1	exp	0.125	-0.0007957029182498152	0.0010701409380417973	4
1	5	2	uniform	0.2222222222222222	0.001121663186410326	0.06234642680173836	6
1	5	2	exp	0.2222222222222222	0.0011274310395698998	0.05969729127697681	6
1	5	3	uniform	0.1111111111111111	-0.00012189524858406426	8.920685455365027e-05	5
1	5	3	exp	0.1111111111111111	-0.00011677647927172399	8.397331765441672e-05	5
1	5	4	uniform	0.2857142857142857	0.00010246205146298463	0.000278671805589724	4
1	5	4	exp	0.125	-5.141266730893423e-06	0.00016940647970929988	4
1	5	5	uniform	0.25	-0.0002621527215877252	2.2800435242977525e-05	5
1	5	5	exp	0.0	0.056687369988365446	0.026603017523746705	4
1	10	1	uniform	0.0	0.0017217315788819417	0.0020104715735003633	5
1	10	1	exp	0.0	0.0016486087012184795	0.0021985858761152254	5
1	10	2	uniform	0.14285714285714285	0.0029264676737424927	0.034229140311170095	6
1	10	2	exp	0.14285714285714285	0.0030511816246728317	0.03303523479355584	6
1	10	3	uniform	0.23076923076923078	0.0008837881448356232	0.00031820661111958877	6
1	10	3	exp	0.23076923076923078	0.0007624317800707632	0.00028432576258288626	6
1	10	4	uniform	0.2857142857142857	-0.00010038498052280724	0.0184522954084005	8
1	10	4	exp	0.2857142857142857	-8.790865602547361e-05	0.0008445111541074947	8
1	10	5	uniform	0.15384615384615385	0.025468006869499987	0.008109869539427956	5
1	10	5	exp	0.15384615384615385	0.00011342184261352812	-4.69481088238749e-05	5
4	3	1	uniform	1.0	5.434786017379769e-13	1.2479112579282371e-11	3
4	3	1	exp	1.0	6.246831392536052e-13	1.3626644702879672e-11	3
4	3	3	uniform	0.4	0.0006161375030877353	0.004354099944629966	4
4	3	3	exp	0.4	0.000672629515057938	0.003954821666433842	4
4	3	5	uniform	0.2857142857142857	0.004663052008255659	0.03021269716117627	6
4	3	5	exp	0.2857142857142857	0.0048570507150678	0.036238627321999846	6
4	5	1	uniform	0.5	0.004901284417956766	0.012896296541234005	7
4	5	1	exp	0.5	0.004951848481142545	0.01253881869616105	7
4	5	3	uniform	0.5714285714285714	0.0005586700135504273	0.002955004725160753	6
4	5	3	exp	0.6666666666666666	7.692796817885256e-05	0.004610117469661858	5
4	10	2	uniform	0.36363636363636365	0.015000607965608016	0.0844479777793399	5
4	10	2	exp	0.3333333333333333	0.023340348235417162	0.07753149987975852	6
4	10	3	exp	0.5454545454545454	0.011387034355014721	0.09804860657920912	7
4	10	4	uniform	0.6666666666666666	0.00979162873973702	0.014661347298837817	10
4	10	4	exp	0.5454545454545454	0.017123391422507638	0.05348827340722344	7
4	10	5	uniform	0.6153846153846154	0.0035463899303308575	0.034022646553960235	11
4	10	5	exp	0.6153846153846154	0.002393994121155442	0.022964148250996783	11
7	3	1	uniform	1.0	2.6220263623931185e-14	3.649907725569451e-13	3
7	3	1	exp	1.0	2.9178307999635354e-14	3.859725643579698e-13	3
7	3	2	uniform	1.0	3.727379490619904e-11	1.7239151292590175e-10	3
7	3	2	exp	1.0	5.7615134098733764e-11	2.0346700359381417e-10	3
7	3	3	uniform	0.4	0.0006803952494942857	0.0015134311139938462	4
7	3	3	exp	0.4	0.0006818010484425678	0.0010970455033190972	4
7	3	4	uniform	1.0	2.937691215864128e-14	5.491880123796751e-13	3
7	3	4	exp	1.0	5.184520605728992e-14	8.212580074168713e-13	3
7	3	5	uniform	1.0	1.9354751150386113e-15	4.2031998404952494e-13	3
7	3	5	exp	1.0	1.6993116376990372e-14	4.0260454368880996e-13	3
7	5	1	exp	0.8333333333333334	0.004402367507557386	0.019608128860111203	6
7	5	2	uniform	1.0	1.4622846930323516e-06	1.580817287440234e-05	5
7	5	2	exp	1.0	1.699486927871047e-06	1.547511015732699e-05	5
7	5	3	uniform	0.5714285714285714	5.222265142475216e-05	0.0009151156566708756	6
7	5	3	exp	0.5714285714285714	0.0006780726049952322	0.0006108121623927019	6
7	5	4	uniform	1.0	6.305729424130925e-11	1.7164045544278515e-09	5
7	5	4	exp	1.0	3.524268889193569e-11	5.683919557484966e-10	5
7	5	5	uniform	1.0	3.331474607575437e-09	7.384725119926949e-08	5
7	5	5	exp	1.0	5.12273163098937e-09	6.727093497991863e-08	5
7	10	1	uniform	0.9	0.013849375209862517	0.04155293728746099	9
7	10	1	exp	0.9	0.022795877528245294	0.08372254064893923	9
7	10	2	uniform	0.9	0.01134469619189841	0.07358804225817474	9
7	10	2	exp	0.7	0.02806964063206853	0.07573104536739188	7
7	10	3	uniform	0.5384615384615384	0.005919179885408271	0.021576482433480045	10
7	10	3	exp	0.25	0.04956650351202716	0.08619943141961224	5
7	10	4	uniform	0.5384615384615384	0.0010329659154219466	0.002081312707496233	10
7	10	4	exp	0.5	0.003750832845105272	0.01284508690156407	8
7	10	5	uniform	0.36363636363636365	0.027493144670321556	0.1370964821586014	5
7	10	5	exp	0.3333333333333333	0.01601072244222949	0.062435111090864005	6
