REF_ID	ESTIMATED_DISTANCE	PORTION_MAPPED	TRUE_DISTANCE
G000016325	0.183697	0.41041	0.22154938900924315
G000025565	0.177579	0.44456	0.2150693890092432
G000164865	0.177071	0.458	0.20409640505158905
G000195995	0.179986	0.41051	0.2262203528810146
G000215745	0.177093	0.45938	0.2077543642039071
G000240185	0.174326	0.47253	0.2040543642039071
G000247895	0.176199	0.48072	0.20523869560549132
G000248015	0.187674	0.35397	0.2263763948030677
G000262305	0.194939	0.28855	0.24942203190861295
G000300455	0.18358	0.4027	0.21356059421482676
G000302695	0.193952	0.30454	0.24288985046138556
G000463155	0.186144	0.36087	0.21835639480306765
G000621185	0.188567	0.36329	0.22060639480306768
G000648515	0.174681	0.45465	0.1974840421322251
G000694955	0.177305	0.43403	0.2110793890092432
G000705335	0.200876	0.24055	0.2754797069834712
G000735365	0.183597	0.27311	0.20626033886071193
G000735455	0.17874	0.4478	0.20649137995780936
G000735515	0.179772	0.37836	0.20427938900924314
G000757785	0.184766	0.39048	0.21877640505158905
G000757825	0.187654	0.36399	0.22882310699940855
G000759795	0.18436	0.37879	0.2110505942148268
G000982825	0.184983	0.36871	0.22181639480306767
G001022135	0.183737	0.39621	0.21617059421482676
G001571285	0.180815	0.41585	0.20883033886071192
