REF_ID	ESTIMATED_DISTANCE	PORTION_MAPPED	TRUE_DISTANCE
G000091305	0.177014	0.45721	0.1680149286287579
G000156435	0.167157	0.472	0.15736089612556778
G000158935	0.168832	0.48337	0.16075428540692968
G000158955	0.162637	0.46218	0.15940661827713365
G000203835	0.168496	0.49603	0.16081428540692969
G000204605	0.1792	0.41652	0.16796915828474415
G000242715	0.0257589	0.007	0.17951680965564418
G000317595	0.175935	0.43951	0.16582492862875786
G000331005	0.176855	0.43473	0.17153915828474414
G000349325	0.167469	0.46978	0.15272816920334795
G000373565	0.2056	0.01213	0.18536058155797805
G000376565	0.173943	0.47105	0.16528915828474416
G000444875	0.17424	0.45786	0.1488668096556442
G000497445	0.172907	0.43896	0.16281680965564418
G000716215	0.166811	0.46876	0.1605606898435304
G000716675	0.186772	0.42479	0.17442058155797807
G000716805	0.176461	0.42418	0.1748553919681896
G000718315	0.176563	0.44361	0.1605268096556442
G000719955	0.19178	0.37331	0.18862665482134822
G000720475	0.186774	0.39143	0.18252058155797807
G000721105	0.169006	0.46948	0.1536906898435304
G000721235	0.170578	0.48139	0.15705428540692967
G000725495	0.176611	0.44451	0.16164844007540058
G000725795	0.175826	0.40305	0.16220680965564419
G000802245	0.180536	0.36306	0.1798668096556442
G000819545	0.176887	0.13044	0.17150137965048934
G000827005	0.190189	0.38099	0.1911317001642024
G000968255	0.140827	0.51023	0.1476307507751584
G001005085	0.176428	0.47971	0.1607768096556442
G001279985	0.172335	0.46621	0.15770303641641367
G001298575	0.179147	0.44389	0.16957915828474418
G001418335	0.177897	0.41205	0.1713153919681896
G001418415	0.172428	0.42276	0.1639508961255678
G001418465	0.185713	0.40792	0.17696058155797806
G001418475	0.176489	0.42552	0.1684149286287579
G001418585	0.171557	0.45167	0.1587306898435304
G001418655	0.175772	0.45523	0.15603539196818958
G001419695	0.173149	0.39387	0.16967089612556782
G001419745	0.184581	0.41675	0.17522058155797804
G001509795	0.161903	0.4804	0.1420556131896209
G001511815	0.172329	0.49322	0.1539668096556442
G001513975	0.158874	0.48002	0.14813513031266234
G001514045	0.169336	0.46023	0.15934068984353036
G001654495	0.174463	0.45233	0.1572568096556442
G001660045	0.1696	0.48311	0.15834428540692966
