G000091305	0.172107	0.51561	0.16865415395202618
G000156435	0.161411	0.51915	0.15804937494195626
G000158935	0.163225	0.53722	0.16143430804788572
G000158955	0.157691	0.53383	0.15959384309703542
G000203835	0.163294	0.54975	0.16149430804788573
G000204605	0.173511	0.47543	0.16855130419183229
G000242715	0.0408707	0.0025	0.18023249985719153
G000317595	0.17061	0.49121	0.16646415395202616
G000331005	0.172336	0.49588	0.17212130419183225
G000349325	0.162577	0.53216	0.15389110407258344
G000373565	0.189345	0.01824	0.1856251898394024
G000376565	0.168669	0.53243	0.16587130419183227
G000444875	0.167119	0.51717	0.14958249985719158
G000497445	0.167717	0.49182	0.16353249985719157
G000716215	0.161336	0.53494	0.16144235965480547
G000716675	0.181487	0.48246	0.17468518983940245
G000716805	0.172082	0.47846	0.17521488145073005
G000718315	0.171853	0.4949	0.16124249985719158
G000719955	0.186788	0.41956	0.18858007956255596
G000720475	0.182511	0.44277	0.18278518983940245
G000721105	0.162409	0.52581	0.15457235965480545
G000721235	0.166056	0.53241	0.15773430804788569
G000725495	0.171503	0.50828	0.16195319307456055
G000725795	0.171277	0.44991	0.16292249985719157
G000802245	0.174075	0.41691	0.18058249985719155
G000819545	0.181088	0.14737	0.1721222964817753
G000827005	0.18528	0.43192	0.19120550380123078
G000968255	0.135634	0.57319	0.14578509424736408
G001005085	0.169653	0.53338	0.16149249985719155
G001279985	0.165479	0.53128	0.15844856470345703
G001298575	0.175082	0.49835	0.17016130419183229
G001418335	0.172776	0.47541	0.17167488145073007
G001418415	0.166715	0.47578	0.16463937494195627
G001418465	0.180311	0.45856	0.17722518983940244
G001418475	0.171063	0.48598	0.16905415395202616
G001418585	0.166688	0.51774	0.15961235965480547
G001418655	0.170526	0.51392	0.15639488145073005
G001419695	0.16737	0.44161	0.1703593749419563
G001419745	0.178979	0.46974	0.17548518983940242
G001509795	0.156002	0.54625	0.1438842355599318
G001511815	0.166126	0.54802	0.15468249985719157
G001513975	0.153686	0.54435	0.1495156627912082
G001514045	0.164342	0.51968	0.16022235965480547
G001654495	0.168634	0.50143	0.15797249985719158
G001660045	0.163486	0.53788	0.1590243080478857
