G000751295	G000751295	0
G001402875	G000751295	0.247037
G000702305	G000751295	0.227796
G000092925	G000751295	0.236445
G000378025	G000751295	0.247037
G900100155	G000751295	0.242205
G000473085	G000751295	0.236445
G000010525	G000751295	0.256381
G000526175	G000751295	0.26546
G000017645	G000751295	0.250557
G000293785	G000751295	0.23782
G001579845	G000751295	0.263022
G001426945	G000751295	0.254359
G000516555	G000751295	0.254359
G000314735	G000751295	0.26803
G000218565	G000751295	0.263022
G001425835	G000751295	0.254359
G000336555	G000751295	0.26546
G000308295	G000751295	0.26546
G000314675	G000751295	0.254359
G900108575	G000751295	0.276697
G000013745	G000751295	0.23782
G000504425	G000751295	0.254359
G000014825	G000751295	0.245371
G000935205	G000751295	0.240698
G000013365	G000751295	0.248764
G001295845	G000751295	0.245371
G000333455	G000751295	0.233808
G000195775	G000751295	0.240698
G000013885	G000751295	0.26803
G000012725	G000751295	0.254359
G000701345	G000751295	0.276697
G000472865	G000751295	0.242205
G000379145	G000751295	0.23782
G000938305	G000751295	0.236445
G900104755	G000751295	0.245371
G001440405	G000751295	0.273629
G001693385	G000751295	0.263022
G001440475	G000751295	0.26546
G000472385	G000751295	0.26546
G000472425	G000751295	0.256381
G000344805	G000751295	0.245371
G000239815	G000751295	0.243761
G001641695	G000751295	0.239237
G001908185	G000751295	0.240698
G000938285	G000751295	0.243761
G900011245	G000751295	0.250557
G000473125	G000751295	0.243761
G000011365	G000751295	0.242205
G000284375	G000751295	0.245371
G000751295	G001402875	0.247037
G001402875	G001402875	0
G000702305	G001402875	0.22668
G000092925	G001402875	0.23011
G000378025	G001402875	0.248764
G900100155	G001402875	0.233808
G000473085	G001402875	0.236445
G000010525	G001402875	0.26546
G000526175	G001402875	0.258493
G000017645	G001402875	0.247037
G000293785	G001402875	0.210114
G001579845	G001402875	0.26803
G001426945	G001402875	0.240698
G000516555	G001402875	0.25242
G000314735	G001402875	0.263022
G000218565	G001402875	0.248764
G001425835	G001402875	0.256381
G000336555	G001402875	0.250557
G000308295	G001402875	0.263022
G000314675	G001402875	0.260703
G900108575	G001402875	0.256381
G000013745	G001402875	0.231311
G000504425	G001402875	0.23782
G000014825	G001402875	0.219531
G000935205	G001402875	0.240698
G000013365	G001402875	0.22668
G001295845	G001402875	0.227796
G000333455	G001402875	0.239237
G000195775	G001402875	0.232543
G000013885	G001402875	0.242205
G000012725	G001402875	0.254359
G000701345	G001402875	0.260703
G000472865	G001402875	0.260703
G000379145	G001402875	0.25242
G000938305	G001402875	0.243761
G900104755	G001402875	0.254359
G001440405	G001402875	0.256381
G001693385	G001402875	0.245371
G001440475	G001402875	0.243761
G000472385	G001402875	0.26546
G000472425	G001402875	0.256381
G000344805	G001402875	0.242205
G000239815	G001402875	0.240698
G001641695	G001402875	0.242205
G001908185	G001402875	0.248764
G000938285	G001402875	0.25242
G900011245	G001402875	0.245371
G000473125	G001402875	0.25242
G000011365	G001402875	0.240698
G000284375	G001402875	0.250557
G000751295	G000702305	0.227796
G001402875	G000702305	0.22668
G000702305	G000702305	0
G000092925	G000702305	0.141653
G000378025	G000702305	0.16322
G900100155	G000702305	0.159933
G000473085	G000702305	0.211692
G000010525	G000702305	0.214163
G000526175	G000702305	0.210897
G000017645	G000702305	0.210897
G000293785	G000702305	0.224525
G001579845	G000702305	0.245371
G001426945	G000702305	0.248764
G000516555	G000702305	0.250557
G000314735	G000702305	0.263022
G000218565	G000702305	0.250557
G001425835	G000702305	0.25242
G000336555	G000702305	0.250557
G000308295	G000702305	0.276697
G000314675	G000702305	0.248764
G900108575	G000702305	0.26803
G000013745	G000702305	0.245371
G000504425	G000702305	0.243761
G000014825	G000702305	0.248764
G000935205	G000702305	0.243761
G000013365	G000702305	0.222464
G001295845	G000702305	0.228939
G000333455	G000702305	0.232543
G000195775	G000702305	0.247037
G000013885	G000702305	0.248764
G000012725	G000702305	0.263022
G000701345	G000702305	0.256381
G000472865	G000702305	0.25242
G000379145	G000702305	0.25242
G000938305	G000702305	0.25242
G900104755	G000702305	0.26803
G001440405	G000702305	0.26803
G001693385	G000702305	0.256381
G001440475	G000702305	0.254359
G000472385	G000702305	0.26803
G000472425	G000702305	0.270747
G000344805	G000702305	0.236445
G000239815	G000702305	0.247037
G001641695	G000702305	0.254359
G001908185	G000702305	0.248764
G000938285	G000702305	0.26546
G900011245	G000702305	0.247037
G000473125	G000702305	0.254359
G000011365	G000702305	0.245371
G000284375	G000702305	0.250557
G000751295	G000092925	0.236445
G001402875	G000092925	0.23011
G000702305	G000092925	0.141653
G000092925	G000092925	0
G000378025	G000092925	0.138079
G900100155	G000092925	0.132688
G000473085	G000092925	0.201619
G000010525	G000092925	0.204974
G000526175	G000092925	0.210114
G000017645	G000092925	0.216771
G000293785	G000092925	0.239237
G001579845	G000092925	0.256381
G001426945	G000092925	0.233808
G000516555	G000092925	0.247037
G000314735	G000092925	0.245371
G000218565	G000092925	0.248764
G001425835	G000092925	0.236445
G000336555	G000092925	0.258493
G000308295	G000092925	0.26803
G000314675	G000092925	0.256381
G900108575	G000092925	0.254359
G000013745	G000092925	0.23782
G000504425	G000092925	0.232543
G000014825	G000092925	0.233808
G000935205	G000092925	0.240698
G000013365	G000092925	0.223483
G001295845	G000092925	0.233808
G000333455	G000092925	0.240698
G000195775	G000092925	0.236445
G000013885	G000092925	0.254359
G000012725	G000092925	0.263022
G000701345	G000092925	0.254359
G000472865	G000092925	0.256381
G000379145	G000092925	0.243761
G000938305	G000092925	0.245371
G900104755	G000092925	0.250557
G001440405	G000092925	0.25242
G001693385	G000092925	0.25242
G001440475	G000092925	0.250557
G000472385	G000092925	0.263022
G000472425	G000092925	0.260703
G000344805	G000092925	0.233808
G000239815	G000092925	0.250557
G001641695	G000092925	0.235108
G001908185	G000092925	0.236445
G000938285	G000092925	0.245371
G900011245	G000092925	0.232543
G000473125	G000092925	0.236445
G000011365	G000092925	0.235108
G000284375	G000092925	0.240698
G000751295	G000378025	0.247037
G001402875	G000378025	0.248764
G000702305	G000378025	0.16322
G000092925	G000378025	0.138079
G000378025	G000378025	0
G900100155	G000378025	0.0677323
G000473085	G000378025	0.210114
G000010525	G000378025	0.216771
G000526175	G000378025	0.222464
G000017645	G000378025	0.22668
G000293785	G000378025	0.263022
G001579845	G000378025	0.283502
G001426945	G000378025	0.26803
G000516555	G000378025	0.26546
G000314735	G000378025	0.300994
G000218565	G000378025	0.276697
G001425835	G000378025	0.26546
G000336555	G000378025	0.260703
G000308295	G000378025	0.283502
G000314675	G000378025	0.276697
G900108575	G000378025	0.276697
G000013745	G000378025	0.258493
G000504425	G000378025	0.250557
G000014825	G000378025	0.258493
G000935205	G000378025	0.273629
G000013365	G000378025	0.248764
G001295845	G000378025	0.263022
G000333455	G000378025	0.260703
G000195775	G000378025	0.256381
G000013885	G000378025	0.263022
G000012725	G000378025	0.295981
G000701345	G000378025	0.263022
G000472865	G000378025	0.270747
G000379145	G000378025	0.263022
G000938305	G000378025	0.26803
G900104755	G000378025	0.26546
G001440405	G000378025	0.270747
G001693385	G000378025	0.260703
G001440475	G000378025	0.260703
G000472385	G000378025	0.276697
G000472425	G000378025	0.270747
G000344805	G000378025	0.240698
G000239815	G000378025	0.263022
G001641695	G000378025	0.254359
G001908185	G000378025	0.256381
G000938285	G000378025	0.263022
G900011245	G000378025	0.260703
G000473125	G000378025	0.258493
G000011365	G000378025	0.256381
G000284375	G000378025	0.258493
G000751295	G900100155	0.242205
G001402875	G900100155	0.233808
G000702305	G900100155	0.159933
G000092925	G900100155	0.132688
