G001632805	G001632805	0
G000069185	G001632805	0.146509
G000214155	G001632805	0.26803
G000240505	G001632805	0.260703
G000972925	G001632805	0.25242
G000970885	G001632805	0.25242
G001021505	G001632805	0.243761
G001673105	G001632805	0.245371
G000759695	G001632805	0.240698
G001881585	G001632805	0.276697
G000257745	G001632805	0.273629
G001584765	G001632805	0.273629
G000526915	G001632805	0.25242
G000689255	G001632805	0.256381
G000164135	G001632805	0.248764
G001021495	G001632805	0.273629
G000007865	G001632805	0.247037
G000277125	G001632805	0.240698
G000222105	G001632805	0.240698
G000340435	G001632805	0.26803
G000195855	G001632805	0.295981
G000975265	G001632805	0.306598
G001417955	G001632805	0.247037
G000613245	G001632805	0.26546
G000195835	G001632805	0.276697
G000723425	G001632805	0.273629
G000157895	G001632805	0.283502
G001494595	G001632805	0.240698
G000230935	G001632805	0.25242
G001021385	G001632805	0.247037
G000559085	G001632805	0.247037
G001426545	G001632805	0.25242
G000620625	G001632805	0.245371
G001291445	G001632805	0.231311
G000613185	G001632805	0.242205
G001428895	G001632805	0.243761
G000317305	G001632805	0.247037
G000015005	G001632805	0.233808
G001307545	G001632805	0.242205
G000805385	G001632805	0.239237
G000455325	G001632805	0.236445
G000612825	G001632805	0.247037
G000373905	G001632805	0.245371
G001570425	G001632805	0.254359
G000234585	G001632805	0.245371
G000328565	G001632805	0.263022
G000230895	G001632805	0.25242
G000379865	G001632805	0.240698
G001005175	G001632805	0.258493
G001583415	G001632805	0.235108
G001499855	G001632805	0.242205
G001499915	G001632805	0.258493
G000015405	G001632805	0.248764
G000266905	G001632805	0.242205
G001044245	G001632805	0.245371
G001044235	G001632805	0.242205
G000015305	G001632805	0.248764
G001655245	G001632805	0.240698
G001049355	G001632805	0.25242
G000184435	G001632805	0.240698
G000455165	G001632805	0.250557
G001632805	G000069185	0.146509
G000069185	G000069185	0
G000214155	G000069185	0.283502
G000240505	G000069185	0.218593
G000972925	G000069185	0.258493
G000970885	G000069185	0.247037
G001021505	G000069185	0.240698
G001673105	G000069185	0.235108
G000759695	G000069185	0.25242
G001881585	G000069185	0.270747
G000257745	G000069185	0.256381
G001584765	G000069185	0.258493
G000526915	G000069185	0.256381
G000689255	G000069185	0.256381
G000164135	G000069185	0.216771
G001021495	G000069185	0.263022
G000007865	G000069185	0.243761
G000277125	G000069185	0.236445
G000222105	G000069185	0.23782
G000340435	G000069185	0.270747
G000195855	G000069185	0.291447
G000975265	G000069185	0.295981
G001417955	G000069185	0.214163
G000613245	G000069185	0.26803
G000195835	G000069185	0.258493
G000723425	G000069185	0.26803
G000157895	G000069185	0.287309
G001494595	G000069185	0.239237
G000230935	G000069185	0.250557
G001021385	G000069185	0.25242
G000559085	G000069185	0.243761
G001426545	G000069185	0.256381
G000620625	G000069185	0.256381
G001291445	G000069185	0.239237
G000613185	G000069185	0.221466
G001428895	G000069185	0.236445
G000317305	G000069185	0.263022
G000015005	G000069185	0.239237
G001307545	G000069185	0.239237
G000805385	G000069185	0.248764
G000455325	G000069185	0.239237
G000612825	G000069185	0.256381
G000373905	G000069185	0.250557
G001570425	G000069185	0.211692
G000234585	G000069185	0.254359
G000328565	G000069185	0.25242
G000230895	G000069185	0.236445
G000379865	G000069185	0.243761
G001005175	G000069185	0.263022
G001583415	G000069185	0.23011
G001499855	G000069185	0.254359
G001499915	G000069185	0.214163
G000015405	G000069185	0.212502
G000266905	G000069185	0.22668
G001044245	G000069185	0.250557
G001044235	G000069185	0.236445
G000015305	G000069185	0.242205
