G000308635	G000308635	0	0	10000/10000
G001865855	G000308635	0.161822	0	170/10000
G000308655	G000308635	0.164955	0	159/10000
G000381925	G000308635	0.204974	3.44063e-235	68/10000
G000308615	G000308635	0.204284	2.49848e-237	69/10000
G000308875	G000308635	0.188686	0	96/10000
G000526215	G000308635	0.198488	8.85028e-275	78/10000
G000523235	G000308635	0.193877	2.51856e-307	86/10000
G001613505	G000308635	0.196126	4.0223e-293	82/10000
G000308855	G000308635	0.193331	3.20294e-315	87/10000
G000284035	G000308635	0.187235	0	99/10000
G000720425	G000308635	0.214163	2.71137e-191	56/10000
G000308515	G000308635	0.223483	9.85389e-154	46/10000
G000308675	G000308635	0.217673	5.64247e-179	52/10000
G000308495	G000308635	0.204284	6.52923e-243	69/10000
G000308795	G000308635	0.199098	5.21523e-275	77/10000
G001886715	G000308635	0.200976	6.09071e-262	74/10000
G000308355	G000308635	0.183134	0	108/10000
G000719275	G000308635	0.182699	0	109/10000
G000308595	G000308635	0.191731	0	90/10000
G001182745	G000308635	0.180176	0	115/10000
G001310275	G000308635	0.194429	5.00473e-306	85/10000
G000308695	G000308635	0.204284	7.25286e-241	69/10000
G000308835	G000308635	0.202933	2.0968e-245	71/10000
G000308715	G000308635	0.196705	5.26867e-285	81/10000
G000250675	G000308635	0.192791	3.60089e-313	88/10000
G000482385	G000308635	0.228939	1.67051e-138	41/10000
G000308755	G000308635	0.193331	4.59853e-313	87/10000
G001613465	G000308635	0.191731	0	90/10000
G001612765	G000308635	0.194988	3.29529e-302	84/10000
G000308635	G001865855	0.161822	0	170/10000
G001865855	G001865855	0	0	10000/10000
G000308655	G001865855	0.117578	0	442/10000
G000381925	G001865855	0.204284	2.20205e-237	69/10000
G000308615	G001865855	0.201619	6.85526e-251	73/10000
G000308875	G001865855	0.181843	0	111/10000
G000526215	G001865855	0.194988	1.75094e-296	84/10000
G000523235	G001865855	0.196705	1.45038e-285	81/10000
G001613505	G001865855	0.190183	0	93/10000
G000308855	G001865855	0.199716	1.57046e-269	76/10000
G000284035	G001865855	0.188686	0	96/10000
G000720425	G001865855	0.220489	1.1628e-163	49/10000
G000308515	G001865855	0.231311	6.12444e-127	39/10000
G000308675	G001865855	0.219531	2.50693e-170	50/10000
G000308495	G001865855	0.224525	1.05026e-149	45/10000
G000308795	G001865855	0.190693	0	92/10000
G001886715	G001865855	0.192791	7.05513e-316	88/10000
G000308355	G001865855	0.181843	0	111/10000
G000719275	G001865855	0.181843	0	111/10000
G000308595	G001865855	0.198488	6.23357e-277	78/10000
G001182745	G001865855	0.195553	2.33396e-298	83/10000
G001310275	G001865855	0.202933	7.99485e-249	71/10000
G000308695	G001865855	0.193877	4.79475e-306	86/10000
G000308835	G001865855	0.210114	1.65234e-205	61/10000
G000308715	G001865855	0.194429	1.19793e-298	85/10000
G000250675	G001865855	0.202933	1.23482e-244	71/10000
G000482385	G001865855	0.245371	1.46272e-93	29/10000
G000308755	G001865855	0.194988	3.49557e-299	84/10000
G001613465	G001865855	0.199098	3.73032e-272	77/10000
G001612765	G001865855	0.193331	2.1358e-312	87/10000
G000308635	G000308655	0.164955	0	159/10000
G001865855	G000308655	0.117578	0	442/10000
G000308655	G000308655	0	0	10000/10000
G000381925	G000308655	0.209345	9.83742e-211	62/10000
G000308615	G000308655	0.199716	1.2251e-262	76/10000
G000308875	G000308655	0.187713	0	98/10000
G000526215	G000308655	0.202271	1.03511e-249	72/10000
G000523235	G000308655	0.193331	1.7847e-309	87/10000
G001613505	G000308655	0.188686	0	96/10000
