G000380165	G000380165	0	0	10000/10000
G000240165	G000380165	0.209345	7.94849e-216	62/10000
G000373665	G000380165	0.218593	7.01911e-173	51/10000
G900142575	G000380165	0.217673	3.05199e-177	52/10000
G000745345	G000380165	0.227796	6.19297e-140	42/10000
G001011035	G000380165	0.228939	5.4171e-136	41/10000
G000993785	G000380165	0.224525	9.95258e-154	45/10000
G000719135	G000380165	0.227796	1.46618e-141	42/10000
G001493375	G000380165	0.22668	2.73143e-146	43/10000
G001083795	G000380165	0.235108	1.47546e-117	36/10000
G000718985	G000380165	0.200342	4.98687e-272	75/10000
G000424845	G000380165	0.22559	4.26539e-151	44/10000
G000424825	G000380165	0.206387	8.91705e-234	66/10000
G000497405	G000380165	0.215016	8.25383e-193	55/10000
G000426325	G000380165	0.212502	4.21233e-204	58/10000
G000424965	G000380165	0.215016	4.15738e-191	55/10000
G000964305	G000380165	0.23011	6.69126e-134	40/10000
G900090125	G000380165	0.23011	6.69126e-134	40/10000
G000381025	G000380165	0.240698	7.47706e-104	32/10000
G000721445	G000380165	0.223483	7.30414e-154	46/10000
G000424785	G000380165	0.228939	2.51227e-136	41/10000
G001751375	G000380165	0.223483	1.59157e-156	46/10000
G001418495	G000380165	0.210114	7.36745e-217	61/10000
G000092385	G000380165	0.233808	1.01306e-118	37/10000
G000158915	G000380165	0.227796	1.00351e-137	42/10000
G000147815	G000380165	0.231311	2.33026e-126	39/10000
G000938975	G000380165	0.227796	9.45233e-137	42/10000
G000718635	G000380165	0.218593	6.07159e-173	51/10000
G000719265	G000380165	0.224525	6.79077e-152	45/10000
G001187435	G000380165	0.213325	4.81923e-198	57/10000
G000342125	G000380165	0.220489	1.09077e-166	49/10000
G000717745	G000380165	0.212502	1.50662e-200	58/10000
G000718015	G000380165	0.218593	6.31552e-175	51/10000
G000695235	G000380165	0.224525	1.22304e-149	45/10000
G000935125	G000380165	0.216771	1.79776e-180	53/10000
G000717345	G000380165	0.222464	2.82114e-158	47/10000
G001729485	G000380165	0.222464	2.96651e-158	47/10000
G000721265	G000380165	0.231311	1.8277e-129	39/10000
G000497425	G000380165	0.22668	6.52076e-143	43/10000
G000818195	G000380165	0.239237	1.09873e-105	33/10000
G000718095	G000380165	0.223483	1.89562e-154	46/10000
G000429085	G000380165	0.222464	1.21763e-159	47/10000
G000375725	G000380165	0.218593	3.42945e-174	51/10000
G001905365	G000380165	0.239237	4.77307e-106	33/10000
G000010605	G000380165	0.219531	3.34389e-169	50/10000
G000717025	G000380165	0.236445	8.74371e-114	35/10000
G000719335	G000380165	0.213325	2.10097e-196	57/10000
G001279725	G000380165	0.22559	2.05015e-147	44/10000
G000720455	G000380165	0.213325	3.49639e-196	57/10000
G001746425	G000380165	0.224525	7.42066e-151	45/10000
G001279695	G000380165	0.218593	5.00345e-172	51/10000
G001278075	G000380165	0.214163	4.49906e-192	56/10000
G000163875	G000380165	0.228939	1.56058e-135	41/10000
G001693675	G000380165	0.22668	6.43946e-144	43/10000
G001750785	G000380165	0.213325	5.97964e-199	57/10000
G001646665	G000380165	0.212502	5.36197e-201	58/10000
G000384175	G000380165	0.221466	6.39858e-163	48/10000
G000721275	G000380165	0.214163	1.6595e-193	56/10000
G000718595	G000380165	0.213325	1.67336e-197	57/10000
G000830005	G000380165	0.217673	3.90768e-176	52/10000
G000253235	G000380165	0.221466	5.24722e-162	48/10000
G000719955	G000380165	0.219531	4.80998e-171	50/10000
G000213055	G000380165	0.233808	9.74156e-122	37/10000
G000827005	G000380165	0.218593	3.57834e-173	51/10000
G000373565	G000380165	0.23011	2.56367e-131	40/10000
G000716675	G000380165	0.219531	4.76478e-168	50/10000
G000720475	G000380165	0.222464	3.79399e-157	47/10000
G001419745	G000380165	0.214163	8.0023e-192	56/10000
G001418465	G000380165	0.224525	2.63938e-149	45/10000
G000716805	G000380165	0.236445	4.93583e-112	35/10000
G001418335	G000380165	0.227796	1.29853e-138	42/10000
G001418655	G000380165	0.233808	3.14045e-119	37/10000
G000725495	G000380165	0.231311	4.24803e-127	39/10000
G000968255	G000380165	0.227796	1.0022e-137	42/10000
G000009765	G000380165	0.223483	1.37093e-153	46/10000
G001298575	G000380165	0.222464	4.5601e-156	47/10000
G000376565	G000380165	0.242205	2.13028e-97	31/10000
G000331005	G000380165	0.232543	6.59832e-123	38/10000
G000204605	G000380165	0.210897	1.2431e-208	60/10000
G000317595	G000380165	0.224525	7.79743e-149	45/10000
G001418475	G000380165	0.222464	3.59081e-157	47/10000
G000091305	G000380165	0.211692	8.59891e-202	59/10000
G000819545	G000380165	0.220489	2.13778e-166	49/10000
G000242715	G000380165	0.228939	1.01144e-133	41/10000
G001654495	G000380165	0.211692	4.00397e-205	59/10000
G001005085	G000380165	0.22559	2.03858e-145	44/10000
G000725795	G000380165	0.207109	1.09676e-230	65/10000
G000444875	G000380165	0.214163	2.88518e-192	56/10000
G000718315	G000380165	0.219531	8.80605e-169	50/10000
G000497445	G000380165	0.23011	5.02374e-131	40/10000
G000802245	G000380165	0.227796	2.64605e-140	42/10000
G001511815	G000380165	0.210897	1.74066e-206	60/10000
G000349325	G000380165	0.22559	8.97958e-146	44/10000
G001513975	G000380165	0.223483	2.77458e-154	46/10000
G000225525	G000380165	0.217673	3.62863e-177	52/10000
G001509795	G000380165	0.215016	1.71104e-189	55/10000
G001418585	G000380165	0.217673	1.87791e-175	52/10000
G001514045	G000380165	0.218593	9.70741e-172	51/10000
G000716215	G000380165	0.22559	3.73514e-146	44/10000
G000721105	G000380165	0.227796	5.31582e-138	42/10000
G001279985	G000380165	0.220489	1.36338e-163	49/10000
G000158955	G000380165	0.223483	3.9092e-154	46/10000
G001611795	G000380165	0.217673	3.30999e-176	52/10000
G000156435	G000380165	0.218593	2.32195e-173	51/10000
G001419695	G000380165	0.207842	1.1535e-226	64/10000
G001418415	G000380165	0.217673	7.80045e-177	52/10000
G001013905	G000380165	0.219531	1.10582e-169	50/10000
G001660045	G000380165	0.219531	4.05914e-170	50/10000
G000721235	G000380165	0.227796	3.47019e-139	42/10000
G000203835	G000380165	0.217673	3.0929e-176	52/10000
G000158935	G000380165	0.215016	1.14387e-188	55/10000
G000380165	G000240165	0.209345	7.94849e-216	62/10000
G000240165	G000240165	0	0	10000/10000
G000373665	G000240165	0.187235	0	99/10000
G900142575	G000240165	0.187713	0	98/10000
G000745345	G000240165	0.187713	0	98/10000
G001011035	G000240165	0.193331	1.74407e-310	87/10000
G000993785	G000240165	0.207842	8.35322e-225	64/10000
G000719135	G000240165	0.213325	2.27693e-196	57/10000
G001493375	G000240165	0.199716	1.24157e-272	76/10000
G001083795	G000240165	0.204974	9.86517e-236	68/10000
G000718985	G000240165	0.188686	0	96/10000
G000424845	G000240165	0.196126	8.52613e-299	82/10000
G000424825	G000240165	0.194988	8.74462e-302	84/10000
G000497405	G000240165	0.200976	4.43067e-265	74/10000
G000426325	G000240165	0.196126	1.79761e-296	82/10000
G000424965	G000240165	0.204284	8.14687e-243	69/10000
G000964305	G000240165	0.207842	3.18757e-223	64/10000
G900090125	G000240165	0.207842	3.18757e-223	64/10000
G000381025	G000240165	0.212502	5.76654e-199	58/10000
G000721445	G000240165	0.192791	1.00779e-312	88/10000
G000424785	G000240165	0.188197	0	97/10000
G001751375	G000240165	0.189679	0	94/10000
G001418495	G000240165	0.181421	0	112/10000
G000092385	G000240165	0.207109	3.95851e-219	65/10000
G000158915	G000240165	0.194988	4.79229e-294	84/10000
G000147815	G000240165	0.195553	3.57607e-289	83/10000
G000938975	G000240165	0.192791	2.14269e-307	88/10000
G000718635	G000240165	0.184912	0	104/10000
G000719265	G000240165	0.192791	1.2557e-316	88/10000
G001187435	G000240165	0.179768	0	116/10000
G000342125	G000240165	0.178567	0	119/10000
G000717745	G000240165	0.194988	8.79184e-299	84/10000
G000718015	G000240165	0.188197	0	97/10000
G000695235	G000240165	0.181002	0	113/10000
