G000719955	G000719955	0
G000213055	G000719955	0.183572
G000827005	G000719955	0.171263
G000373565	G000719955	0.179364
G000716675	G000719955	0.172288
G000720475	G000719955	0.180587
G001419745	G000719955	0.174408
G001418465	G000719955	0.175506
G000716805	G000719955	0.184461
G001418335	G000719955	0.187235
G001418655	G000719955	0.190693
G000725495	G000719955	0.183572
G000968255	G000719955	0.185367
G000009765	G000719955	0.183134
G001298575	G000719955	0.184014
G000376565	G000719955	0.195553
G000331005	G000719955	0.197292
G000204605	G000719955	0.173336
G000317595	G000719955	0.184461
G001418475	G000719955	0.175137
G000091305	G000719955	0.180176
G000819545	G000719955	0.178567
G000242715	G000719955	0.194429
G001654495	G000719955	0.164079
G001005085	G000719955	0.183572
G000725795	G000719955	0.158373
G000444875	G000719955	0.168636
G000718315	G000719955	0.174408
G000497445	G000719955	0.181421
G000802245	G000719955	0.188686
G001511815	G000719955	0.176252
G000349325	G000719955	0.182269
G001513975	G000719955	0.177011
G000225525	G000719955	0.171602
G001509795	G000719955	0.170592
G001418585	G000719955	0.175506
G001514045	G000719955	0.180176
G000716215	G000719955	0.182699
G000721105	G000719955	0.182269
G001279985	G000719955	0.182699
G000158955	G000719955	0.179768
G001611795	G000719955	0.175506
G000156435	G000719955	0.170592
G001419695	G000719955	0.169604
G001418415	G000719955	0.17663
G001013905	G000719955	0.171602
G001660045	G000719955	0.160733
G000721235	G000719955	0.169279
G000203835	G000719955	0.167688
G000158935	G000719955	0.164955
G000719955	G000213055	0.183572
G000213055	G000213055	0
G000827005	G000213055	0.187713
G000373565	G000213055	0.190183
G000716675	G000213055	0.195553
G000720475	G000213055	0.193331
G001419745	G000213055	0.185367
G001418465	G000213055	0.199716
G000716805	G000213055	0.206387
G001418335	G000213055	0.210114
G001418655	G000213055	0.210897
G000725495	G000213055	0.194988
G000968255	G000213055	0.207109
G000009765	G000213055	0.206387
G001298575	G000213055	0.204284
G000376565	G000213055	0.210897
G000331005	G000213055	0.213325
G000204605	G000213055	0.18918
G000317595	G000213055	0.210897
G001418475	G000213055	0.202933
G000091305	G000213055	0.203604
G000819545	G000213055	0.196126
G000242715	G000213055	0.199716
G001654495	G000213055	0.187713
G001005085	G000213055	0.195553
G000725795	G000213055	0.186761
G000444875	G000213055	0.186292
G000718315	G000213055	0.193877
G000497445	G000213055	0.200342
G000802245	G000213055	0.211692
G001511815	G000213055	0.199098
G000349325	G000213055	0.196126
G001513975	G000213055	0.201619
G000225525	G000213055	0.190693
G001509795	G000213055	0.188686
G001418585	G000213055	0.196126
G001514045	G000213055	0.202933
G000716215	G000213055	0.204284
G000721105	G000213055	0.204974
G001279985	G000213055	0.194988
G000158955	G000213055	0.200976
G001611795	G000213055	0.204974
G000156435	G000213055	0.199716
G001419695	G000213055	0.193331
G001418415	G000213055	0.207842
G001013905	G000213055	0.191209
G001660045	G000213055	0.182269
G000721235	G000213055	0.190693
G000203835	G000213055	0.191209
G000158935	G000213055	0.188686
G000719955	G000827005	0.171263
G000213055	G000827005	0.187713
G000827005	G000827005	0
G000373565	G000827005	0.175137
G000716675	G000827005	0.170926
G000720475	G000827005	0.184912
G001419745	G000827005	0.170926
G001418465	G000827005	0.170926
G000716805	G000827005	0.193877
G001418335	G000827005	0.186761
G001418655	G000827005	0.181421
G000725495	G000827005	0.180176
G000968255	G000827005	0.17663
G000009765	G000827005	0.173336
G001298575	G000827005	0.191731
G000376565	G000827005	0.190693
G000331005	G000827005	0.187713
G000204605	G000827005	0.179768
G000317595	G000827005	0.184912
G001418475	G000827005	0.182269
G000091305	G000827005	0.185827
G000819545	G000827005	0.190183
G000242715	G000827005	0.192258
G001654495	G000827005	0.171263
G001005085	G000827005	0.181843
G000725795	G000827005	0.161547
G000444875	G000827005	0.175878
G000718315	G000827005	0.171944
G000497445	G000827005	0.184014
G000802245	G000827005	0.190183
G001511815	G000827005	0.176252
G000349325	G000827005	0.168318
G001513975	G000827005	0.179768
G000225525	G000827005	0.175878
G001509795	G000827005	0.176252
G001418585	G000827005	0.181002
G001514045	G000827005	0.180587
G000716215	G000827005	0.181421
G000721105	G000827005	0.187235
G001279985	G000827005	0.182699
G000158955	G000827005	0.179768
G001611795	G000827005	0.182269
G000156435	G000827005	0.171602
G001419695	G000827005	0.175506
G001418415	G000827005	0.179768
G001013905	G000827005	0.174048
G001660045	G000827005	0.169279
