REF_ID	ESTIMATED_DISTANCE	PORTION_MAPPED	TRUE_DISTANCE
G000009765	0.10187	0.66477	0.10987754456332222
G000091305	0.166353	0.4442	0.15140597401902592
G000156435	0.156391	0.46773	0.14320276820176436
G000158935	0.157262	0.4436	0.14746276820176438
G000158955	0.143789	0.47594	0.1396347687994177
G000203835	0.158006	0.46539	0.14752276820176435
G000204605	0.167072	0.40969	0.1515964849733068
G000213055	0.188998	0.29671	0.20847933798360335
G000225525	0.154183	0.08997	0.13703378554514783
G000242715	0.025209	0.00726	0.16423425445488693
G000317595	0.163635	0.42547	0.14921597401902595
G000331005	0.165402	0.44882	0.1538782259849407
G000349325	0.151814	0.50635	0.13913446819026057
G000373565	0.190805	0.01041	0.17358933798360335
G000497445	0.150464	0.46684	0.14002456647202366
G000716215	0.154178	0.48916	0.14557611255242073
G000716675	0.176436	0.3976	0.16264933798360334
G000716805	0.166347	0.41954	0.15738883536072
G000718315	0.156786	0.47054	0.13773456647202367
G000719955	0.182494	0.33746	0.18327933798360332
G000720475	0.177085	0.3742	0.17074933798360337
G000721105	0.154031	0.4809	0.13870611255242074
G000721235	0.160362	0.4572	0.14376276820176437
G000725495	0.164259	0.44948	0.14373243734486207
G000725795	0.157181	0.39324	0.1407387385076493
G000802245	0.15904	0.39444	0.15707456647202367
G000819545	0.177412	0.1037	0.15487596657515568
G000827005	0.180213	0.35888	0.18329933798360334
G001005085	0.156954	0.48415	0.1414915061097537
G001013905	0.156275	0.46952	0.13742276820176436
G001279985	0.160899	0.46317	0.14309336849422039
G001298575	0.167992	0.43818	0.15173109356308326
G001418335	0.166393	0.41436	0.15384883536072
G001418415	0.159425	0.43323	0.14979276820176435
G001418465	0.17527	0.37263	0.16518933798360333
G001418475	0.163841	0.41228	0.15180597401902593
G001418585	0.153726	0.51019	0.1437461125524207
G001418655	0.164315	0.45499	0.13856883536071998
G001419695	0.159949	0.38739	0.15551276820176435
G001419745	0.174356	0.38625	0.16344933798360334
G001511815	0.150157	0.50932	0.1311745664720237
G001513975	0.14786	0.47782	0.13561746538858932
G001514045	0.156309	0.47116	0.14435611255242076
G001654495	0.159607	0.4259	0.13834638586413175
G001660045	0.158472	0.45039	0.14505276820176435
