REF_ID	ESTIMATED_DISTANCE	PORTION_MAPPED	TRUE_DISTANCE
G000012725	0.188159	0.13851	0.2622319962522681
G000013885	0.184837	0.18715	0.2513419962522681
G000014825	0.166715	0.25701	0.22876858263534824
G000195775	0.173988	0.25295	0.23827700281630293
G000218565	0.188152	0.17239	0.2749813839167438
G000239815	0.188214	0.00131	0.22842321175343502
G000284375	0.162311	0.32364	0.2114078731117395
G000314675	0.180296	0.21039	0.2548719212755542
G000314735	0.185095	0.1572	0.2769013839167438
G000333455	0.184932	0.00597	0.24822700281630303
G000336555	0.185681	0.17247	0.25694610713230526
G000472385		0.23052714160911372
G000472425	0.179627	0.22133	0.2299371416091137
G000472865	0.186582	0.05623	0.20610453117693717
G000473125	0.176214	0.0783	0.21634438478402154
G000504425	0.175822	0.19773	0.24765858263534823
G000701345	0.177498	0.23228	0.2229644787612378
G000935205	0.175983	0.29358	0.2348083540432287
G000938305	0.160725	0.29247	0.19934350949960702
G001295845	0.168337	0.27255	0.22970687069775453
G001425835	0.18714	0.1998	0.2552875805290654
G001440475	0.203476	0.01849	0.2053932943883677
G001693385	0.170228	0.30088	0.20856329438836774
G001908185	0.167671	0.29897	0.21615056521630097
G900011245	0.168182	0.28405	0.2228801682239731
G900104755	0.167634	0.29961	0.2076094580452519
G900108575	0.186212	0.22053	0.2513632431988591
