REF_ID	ESTIMATED_DISTANCE	PORTION_MAPPED	TRUE_DISTANCE
G000009765	0.177302	0.50758	0.163138243397374
G000010605	0.193846	0.41742	0.19818513529687562
G000091305	0.182726	0.50395	0.17283976540779586
G000092385	0.197683	0.42782	0.2213728137009017
G000147815	0.197983	0.42489	0.2201328137009017
G000156435	0.178513	0.48784	0.1695697654077959
G000158915	0.196396	0.40659	0.2272628137009017
G000158935	0.176646	0.5352	0.1738297654077959
G000158955	0.180614	0.48278	0.1739297654077959
G000163875	0.202092	0.35483	0.21735513529687558
G000203835	0.176169	0.53362	0.1738897654077959
G000213055	0.201705	0.35224	0.21755991554563056
G000225525	0.195001	0.0656	0.16638976540779588
G000242715	0.204343	3e-05	0.18628976540779588
G000253235	0.193175	0.41541	0.1885351352968756
G000317595	0.182148	0.46579	0.1706497654077959
G000331005	0.184099	0.45648	0.17686640001171733
G000342125	0.199713	0.36107	0.2044331328165948
G000349325	0.18212	0.48323	0.1654097654077959
G000373565	0.209709	0.01461	0.18387151836836332
G000375725	0.225435	0.03507	0.1975751352968756
G000376565	0.183407	0.49702	0.17061640001171732
G000384175	0.190953	0.15166	0.1885751352968756
G000429085	0.191613	0.37136	0.19589513529687563
G000444875	0.181016	0.48469	0.15563976540779587
G000497425	0.196834	0.39338	0.20661513529687558
G000497445	0.181424	0.47096	0.16958976540779588
G000695235	0.195322	0.42659	0.2002358757663582
G000716215	0.180731	0.48679	0.17054976540779587
G000716805	0.183869	0.46538	0.17896824339737405
G000717025	0.196219	0.38761	0.20232513529687562
G000717345	0.190886	0.43182	0.1937758757663582
G000718015	0.194509	0.38161	0.19719587576635822
G000718095	0.195751	0.37771	0.20137513529687562
G000718315	0.183916	0.46872	0.1672997654077959
G000718595	0.19237	0.41725	0.18990513529687564
G000718635	0.194678	0.41038	0.2036431328165948
G000719265	0.197635	0.38382	0.19900313281659482
G000719335	0.195823	0.40571	0.2009751352968756
G000719955	0.193223	0.41612	0.19235991554563056
G000720455	0.197515	0.39269	0.2083051352968756
G000720475	0.174181	0.48496	0.17242832617360887
G000721105	0.180198	0.47886	0.16367976540779586
G000721235	0.179633	0.52586	0.17012976540779587
G000721265	0.199971	0.34572	0.2252251352968756
G000721275	0.195319	0.43257	0.1932451352968756
G000725495	0.180525	0.50608	0.166098243397374
G000725795	0.181316	0.43245	0.16897976540779588
G000802245	0.188799	0.38386	0.1866397654077959
G000818195	0.198715	0.13147	0.20537513529687557
G000819545	0.182195	0.21438	0.17585976540779585
G000827005	0.193511	0.41729	0.19260200359399765
G000830005	0.19338	0.42626	0.1859551352968756
G000935125	0.194217	0.38425	0.1932058757663582
G000938975	0.197299	0.43594	0.21668281370090164
G000968255	0.178224	0.51591	0.16531824339737403
G001005085	0.183317	0.51795	0.16754976540779587
G001013905	0.180379	0.48877	0.16378976540779588
G001187435	0.199274	0.36252	0.20194313281659482
G001278075	0.194565	0.40712	0.20159513529687562
G001279695	0.189904	0.42944	0.19484513529687564
G001279725	0.199223	0.34264	0.21132513529687558
G001279985	0.183933	0.48376	0.1687097654077959
G001298575	0.181515	0.49668	0.1749064000117173
G001418335	0.182435	0.48955	0.17542824339737403
G001418415	0.181254	0.47065	0.1761597654077959
G001418465	0.180637	0.49003	0.17290074200247516
G001418475	0.179806	0.49197	0.1732397654077959
G001418495	0.191185	0.32681	0.2067728137009017
G001418585	0.180863	0.49092	0.16871976540779587
G001418655	0.181388	0.49011	0.160148243397374
G001419695	0.183615	0.42219	0.1818797654077959
G001419745	0.179102	0.49899	0.17116074200247514
G001509795	0.178856	0.5012	0.1611097654077959
G001511815	0.181196	0.5217	0.1607397654077959
G001513975	0.179398	0.47093	0.16289976540779588
G001514045	0.179945	0.49998	0.16932976540779587
G001611795	0.181085	0.48706	0.16449976540779587
G001646665	0.193299	0.4226	0.18503513529687562
G001654495	0.178569	0.49969	0.1640297654077959
G001660045	0.177659	0.50972	0.17141976540779585
G001693675	0.201157	0.34682	0.21487513529687563
G001729485	0.189941	0.4287	0.1920158757663582
G001746425	0.19619	0.39048	0.2043051352968756
G001750785	0.193087	0.41053	0.19911513529687563
G001905365	0.194947	0.40267	0.19228513529687563
