REF_ID	ESTIMATED_DISTANCE	PORTION_MAPPED	TRUE_DISTANCE
G000009765	0.163434	0.55916	0.1451471311892491
G000091305	0.168877	0.53449	0.1515871311892491
G000156435	0.154551	0.56717	0.13871384263525827
G000158935	0.135306	0.63876	0.12016927033841299
G000158955	0.156038	0.57216	0.1436452054766673
G000203835	0.135494	0.65044	0.12022927033841299
G000204605	0.167514	0.50759	0.1522071311892491
G000213055	0.192585	0.3799	0.2102071311892491
G000225525	0.178185	0.07756	0.14056193076831908
G000242715	0.0308635	0.00337	0.16445754336002047
G000317595	0.168419	0.50821	0.14939713118924908
G000331005	0.169029	0.52503	0.1557771311892491
G000349325	0.158849	0.57194	0.1395819307683191
G000373565	0.189961	0.02024	0.1753171311892491
G000376565	0.163032	0.57964	0.1495271311892491
G000497445	0.148846	0.58509	0.13426027453262612
G000716215	0.157794	0.57405	0.14472193076831907
G000716675	0.178158	0.4992	0.16437713118924913
G000716805	0.171735	0.50399	0.1609771311892491
G000718315	0.155368	0.57833	0.1319702745326261
G000719955	0.184287	0.43264	0.1850071311892491
G000720475	0.179758	0.46627	0.17247713118924912
G000721105	0.159123	0.56937	0.1378519307683191
G000721235	0.139966	0.61752	0.11646927033841298
G000725495	0.166246	0.56069	0.14810713118924912
G000725795	0.156725	0.52414	0.1360302277316594
G000802245	0.159305	0.50253	0.15131027453262613
G000819545	0.178448	0.15833	0.15528713118924908
G000827005	0.183061	0.44716	0.1850271311892491
G000968255	0.164917	0.57646	0.14732713118924912
G001005085	0.157218	0.61551	0.1385233469318924
G001013905	0.155216	0.56399	0.13220521010863498
G001279985	0.160646	0.57611	0.14040698701004523
G001298575	0.172186	0.51926	0.1538171311892491
G001418335	0.170825	0.50257	0.1574371311892491
G001418465	0.178061	0.48143	0.1669171311892491
G001418475	0.167465	0.51058	0.15198713118924911
G001418585	0.16089	0.55875	0.14289193076831908
G001418655	0.168807	0.54065	0.1421571311892491
G001419695	0.160776	0.47692	0.14934409494648856
G001419745	0.175994	0.49435	0.1651771311892491
G001509795	0.157533	0.56965	0.1352819307683191
G001511815	0.146638	0.63419	0.12541027453262613
G001513975	0.156565	0.56388	0.13707193076831908
G001514045	0.160794	0.56213	0.14350193076831907
G001611795	0.156126	0.57885	0.13421520547666727
G001654495	0.158583	0.55254	0.13567712363664156
