REF_ID	ESTIMATED_DISTANCE	PORTION_MAPPED	TRUE_DISTANCE
G000007745	0.201229	0.20328	0.33556625438538845
G000007945	0.195461	0.1481	0.38359835303327416
G000015885	0.195298	0.19852	0.3540083530332741
G000017245	0.200343	0.17618	0.36323625438538854
G000019405	0.19913	0.1994	0.3495030972751193
G000021885	0.193864	0.19404	0.3565777761512855
G000172375	0.184825	0.13121	0.37806777615128556
G000209675	0.0629687	0.52368	0.21247365314890726
G000221945	0.197738	0.22167	0.3428630972751193
G000238795	0.212675	0.04626	0.3797983530332741
G000259485	0.154466	0.30791	0.29389516765078727
G000262245	0.197375	0.22163	0.3625162543853884
G000347595	0.123169	0.26125	0.342301445274798
G000348525	0.197178	0.22739	0.3457830972751193
G000376645	0.19094	0.20535	0.3624183530332741
G000379905	0.212877	0.03418	0.3153618435246591
G000442905	0.19644	0.22643	0.3463630972751193
G000444545	0.193026	0.18252	0.3594677761512855
G000444565	0.189947	0.15935	0.3710877761512855
G000444605	0.193183	0.17768	0.3673877761512855
G000444645	0.18436	0.13152	0.39183777615128557
G000444685	0.184628	0.1238	0.4042677761512855
G000444705	0.184913	0.12279	0.3980477761512855
G000688835	0.193732	0.18697	0.3630677761512855
G000754275	0.199495	0.22354	0.3509630972751194
G000771775	0.0595627	0.55262	0.21156584692485975
G000771785	0.0603213	0.49403	0.20640211088784105
G000771795	0.0605954	0.5163	0.20658211088784106
G000771955	0.0620378	0.51421	0.2096313873520423
G000772295	0.0615393	0.54091	0.20833452913112063
G000772365	0.0608888	0.52769	0.2117536531489072
G000772535	0.205833	0.15826	0.3812860214720616
G000827595	0.204679	0.19261	0.3613330972751193
G000968335	0.0736556	0.43395	0.23920156221975428
G000969305	0.188256	0.15601	0.34189309727511935
G001007605	0.0748623	0.43387	0.2384915622197543
G001038205	0.199122	0.16319	0.3846777761512855
G001055885	0.166102	0.30765	0.2958894753501975
G001262035	0.196426	0.24086	0.3283747405748544
G001276545	0.0723926	0.42818	0.2398415622197543
G001594265	0.200554	0.22273	0.3437147405748544
G001611775	0.194853	0.19758	0.3678677761512855
G001652405	0.124765	0.26002	0.3466675618372267
G001678465	0.0625087	0.52649	0.21080211088784107
G001679325	0.155041	0.30885	0.29339516765078727
G001938355	0.193164	0.19135	0.36653777615128547
G002015085	0.193735	0.18785	0.36393777615128553
G900110905	0.202832	0.20251	0.33433625438538844
