2	1	0	0	1.0 	 2.15261764331054e-12 	 9.165075804887733e-12 	 2 	 2.570570019470738e-13 	 7.069067553544528e-12	1.0 	 2.1527207512927417e-12 	 9.16552039550668e-12 	 2 	 2.570701227646376e-13 	 7.069428376027531e-12
2	2	0	0	1.0 	 2.187308027428993e-16 	 3.0991848266224827e-16 	 2 	 2.90171926890666e-18 	 7.979727989493313e-17	1.0 	 2.2381756559738533e-16 	 2.516068203824191e-16 	 2 	 2.5232341468753566e-19 	 6.938893903907228e-18
2	3	0	0	1.0 	 9.860549171017317e-11 	 2.6550476514293825e-10 	 2 	 3.792466340968305e-12 	 1.0429282437662835e-10	1.0 	 9.860549171017317e-11 	 2.6550476514293825e-10 	 2 	 3.792466340968305e-12 	 1.0429282437662835e-10
2	4	0	0	1.0 	 2.2564229569050983e-09 	 8.440258162794794e-09 	 2 	 1.1660538413626012e-09 	 3.206648063747149e-08	1.0 	 2.256462954060855e-09 	 8.440413851125106e-09 	 2 	 1.1660774790200893e-09 	 3.2067130673052407e-08
2	5	0	0	1.0 	 2.0680235708257356e-12 	 5.93988850524014e-12 	 2 	 8.879513286269068e-14 	 2.4418661537239927e-12	1.0 	 2.068021105164334e-12 	 5.939879530408676e-12 	 2 	 8.879462821586129e-14 	 2.441852275936185e-12
3	1	0	0	1.0 	 1.3204398394320486e-12 	 3.261364804856557e-12 	 3 	 9.297384665087347e-14 	 2.4638069362481474e-12	1.0 	 1.3204398394320486e-12 	 3.261364804856557e-12 	 3 	 9.297384665087347e-14 	 2.4638069362481474e-12
3	2	0	0	1.0 	 4.253751120645004e-12 	 2.0881883668226646e-12 	 3 	 7.215009512272139e-14 	 1.9119775207521172e-12	1.0 	 4.253751120645004e-12 	 2.0881883668226646e-12 	 3 	 7.215009512272139e-14 	 1.9119775207521172e-12
3	3	0	0	0.4 	 0.0009786825181810704 	 0.008088594027332145 	 4 	 0.0030263583519924988 	 0.1876985851877055	0.75 	 0.0007975589803632515 	 0.005687267510581193 	 4 	 0.003058565578274752 	 0.08105201645408926
3	4	0	0	1.0 	 3.1542335706272343e-09 	 8.710448308411289e-09 	 3 	 1.1360513557132966e-09 	 3.0105360926402376e-08	1.0 	 3.1542335706272343e-09 	 8.710448308411289e-09 	 3 	 1.1360513557132966e-09 	 3.0105360926402376e-08
3	5	0	0	1.0 	 2.1508063195865525e-12 	 5.698524741658842e-12 	 3 	 8.584014002755089e-14 	 2.274763710730099e-12	1.0 	 2.1508063195865525e-12 	 5.698524741658842e-12 	 3 	 8.584014002755089e-14 	 2.274763710730099e-12
5	1	0	0	1.0 	 0.0011378997950576473 	 0.005674546415175344 	 5 	 0.0024211902172939525 	 0.05931916032370192	1.0 	 0.0011378997950576473 	 0.005674546415175344 	 5 	 0.0024211902172939525 	 0.05931916032370192
5	2	0	0	1.0 	 0.006063617665492264 	 0.0031644007618375504 	 5 	 0.00027509924004715685 	 0.008797689727282539	0.5 	 0.04803926183478415 	 0.01953374122725855 	 4 	 0.002240012635435267 	 0.24062323941083788
5	3	0	0	1.0 	 1.4723899052109032e-05 	 8.063919582769123e-05 	 5 	 2.090441335189454e-05 	 0.0005121581271214159	1.0 	 1.4723899052109032e-05 	 8.063919582769123e-05 	 5 	 2.090441335189454e-05 	 0.0005121581271214159
5	4	0	0	1.0 	 0.0004833513109620013 	 0.0008482640440531831 	 5 	 0.00027972136042059205 	 0.006853173330304438	1.0 	 0.00048406518711458673 	 0.0008495108442517816 	 5 	 0.0002801419945751993 	 0.006863478867092318
5	5	0	0	1.0 	 3.5474336776933496e-06 	 1.0293467623809691e-05 	 5 	 3.5964497131768336e-06 	 8.811301797283241e-05	1.0 	 3.541491842400238e-06 	 1.0276259922202666e-05 	 5 	 3.5904437934801706e-06 	 8.796587294026418e-05
2	1	1	100	1.0 	 0.0004614917935826901 	 0.002433760653949207 	 2 	 0.00011264342529565847 	 0.0030976941956306074	1.0 	 0.0004614917935825019 	 0.0024337606539485473 	 2 	 0.00011264342529563931 	 0.0030976941956300796
2	1	1	1000	1.0 	 4.6332132097878354e-05 	 0.0002442754474852224 	 2 	 1.126434243515975e-05 	 0.000309769416966893	1.0 	 4.633213209778209e-05 	 0.00024427544748489274 	 2 	 1.1264342435150666e-05 	 0.00030976941696664323
2	1	1	10000	1.0 	 4.635062037211064e-06 	 2.4436605584662784e-05 	 2 	 1.126434149150752e-06 	 3.097693910164567e-05	1.0 	 4.635062037109197e-06 	 2.4436605584273535e-05 	 2 	 1.1264341491376314e-06 	 3.097693910128486e-05
2	2	1	100	1.0 	 0.0011654709352157066 	 0.005126296068402126 	 2 	 0.00012330568134588465 	 0.003390906237011826	1.0 	 0.0011654709352157066 	 0.005126296068402126 	 2 	 0.00012330568134588465 	 0.003390906237011826
2	2	1	1000	1.0 	 0.00011597589757105082 	 0.0005143383324032537 	 2 	 1.2330568134584627e-05 	 0.0003390906237010771	1.0 	 0.00011597589757105082 	 0.0005143383324032537 	 2 	 1.2330568134584627e-05 	 0.0003390906237010771
2	2	1	10000	1.0 	 1.1591953315912234e-05 	 5.145099957458514e-05 	 2 	 1.233056813456444e-06 	 3.39090623700522e-05	1.0 	 1.1591953315912234e-05 	 5.145099957458514e-05 	 2 	 1.233056813456444e-06 	 3.39090623700522e-05
2	3	1	100	1.0 	 0.00028115370955969477 	 0.0009864052152910592 	 2 	 1.6792732151227345e-05 	 0.0004618001341587519	1.0 	 0.00028115370955969477 	 0.0009864052152910592 	 2 	 1.6792732151227345e-05 	 0.0004618001341587519
2	3	1	1000	1.0 	 2.81286349293721e-05 	 9.866505762458207e-05 	 2 	 1.679276479004223e-06 	 4.6180103172616116e-05	1.0 	 2.81286349293721e-05 	 9.866505762458207e-05 	 2 	 1.679276479004223e-06 	 4.6180103172616116e-05
2	3	1	10000	1.0 	 2.812925129261647e-06 	 9.8666567145751e-06 	 2 	 1.679309119368372e-07 	 4.618100078263021e-06	1.0 	 2.812925129261647e-06 	 9.8666567145751e-06 	 2 	 1.679309119368372e-07 	 4.618100078263021e-06
2	4	1	100	1.0 	 0.0003576066131037136 	 0.0010529514648156247 	 2 	 9.04921533325483e-05 	 0.002488534216645076	1.0 	 0.0003576066130966949 	 0.0010529514648167303 	 2 	 9.049215333734446e-05 	 0.0024885342167769707
