REF_ID	ESTIMATED_DISTANCE	PORTION_MAPPED	TRUE_DISTANCE
G000009765	0.177645	0.42916	0.17796848335823995
G000010605	0.189412	0.40147	0.1945326986888489
G000091305	0.182033	0.4322	0.1881303525246713
G000092385	0.197099	0.38026	0.22181492241484047
G000147815	0.195854	0.38268	0.2205749224148405
G000156435	0.177728	0.4162	0.18370308954965453
G000158915	0.195324	0.36827	0.22770492241484053
G000158935	0.171078	0.47289	0.18796308954965454
G000158955	0.174557	0.42295	0.18654370379965815
G000163875	0.126995	0.42469	0.1806748389797155
G000203835	0.17706	0.45662	0.18802308954965452
G000225525	0.193102	0.05806	0.1797474120627898
G000242715	0.0442109	0.00077	0.20130483579185984
G000253235	0.189988	0.3867	0.18340395674036258
G000317595	0.180688	0.4075	0.18594035252467128
G000331005	0.183177	0.39815	0.19139597151551785
G000342125	0.196926	0.32544	0.2039019459372227
G000349325	0.178115	0.42643	0.17919259503532595
G000373565	0.218968	0.00862	0.1960578603730748
G000375725	0.221096	0.03496	0.1939226986888489
G000376565	0.182321	0.43998	0.18514597151551782
G000384175	0.194563	0.0954	0.18344395674036257
G000429085	0.187449	0.33562	0.1922426986888489
G000444875	0.180626	0.42139	0.17027091770324618
G000497445	0.180345	0.40851	0.1842209177032462
G000695235	0.197241	0.36911	0.20514024219894864
G000716215	0.177301	0.42627	0.18488218339612267
G000716675	0.188291	0.41546	0.1851178603730748
G000716805	0.182637	0.3937	0.19379848335823996
G000717025	0.192904	0.35544	0.1986726986888489
G000717345	0.193772	0.36227	0.1986802421989486
G000717745	0.193198	0.34378	0.2063902421989486
G000718015	0.196608	0.3256	0.2021002421989486
G000718095	0.189657	0.37079	0.19270429749436263
G000718315	0.18386	0.41017	0.1819309177032462
G000718595	0.189441	0.37566	0.1847739567403626
G000719265	0.194813	0.33739	0.19847194593722273
G000719335	0.194382	0.37087	0.19670030983238498
G000719955	0.192339	0.36391	0.1945291616777975
G000720455	0.194737	0.36378	0.20382386771477756
G000720475	0.189719	0.3836	0.19321786037307478
G000721105	0.177037	0.42734	0.17801218339612263
G000721235	0.172799	0.46524	0.1842630895496545
G000721265	0.198219	0.31831	0.21922095126659966
G000721275	0.192178	0.39661	0.18811395674036252
G000725495	0.181718	0.43667	0.18092848335823997
G000725795	0.181706	0.37062	0.1836109177032462
G000802245	0.186336	0.3345	0.2012709177032462
G000818195	0.20152	0.09265	0.19670429749436258
G000819545	0.177139	0.22237	0.19124818832363874
G000827005	0.19298	0.37161	0.19549492184919345
G000830005	0.189828	0.39295	0.18082395674036258
G000935125	0.195775	0.33236	0.1981102421989486
G000938975	0.194553	0.39876	0.21712492241484052
G000968255	0.178915	0.44021	0.18014848335823996
G001005085	0.182136	0.45275	0.18218091770324618
G001013905	0.179763	0.42113	0.17792308954965447
G001187435	0.19619	0.32006	0.20141194593722275
G001278075	0.189891	0.37551	0.19539902119286365
G001279985	0.18285	0.42849	0.18298694064378593
G001298575	0.183227	0.42667	0.18943597151551786
G001418335	0.181098	0.41986	0.19025848335824
G001418415	0.181448	0.39694	0.19029308954965451
G001418465	0.187044	0.40876	0.18765786037307483
G001418475	0.180228	0.42193	0.18853035252467132
G001418495	0.18959	0.28476	0.20721492241484052
G001418585	0.179769	0.43499	0.18305218339612264
G001418655	0.180751	0.43022	0.17497848335823996
G001419695	0.182462	0.35906	0.19601308954965455
G001419745	0.185669	0.41579	0.18591786037307476
G001509795	0.17541	0.42864	0.17446741206278982
G001511815	0.18055	0.45942	0.1753709177032462
G001514045	0.177483	0.43709	0.1836621833961226
G001646665	0.189357	0.38757	0.17990395674036258
G001660045	0.179487	0.43902	0.1855530895496545
G001729485	0.194105	0.36196	0.1969202421989486
G001746425	0.192968	0.35589	0.19982386771477756
G001750785	0.190882	0.35928	0.19398395674036256
G001905365	0.189539	0.39094	0.1886326986888489
