REF_ID	ESTIMATED_DISTANCE	PORTION_MAPPED	TRUE_DISTANCE
G000023245	0.212388	0.26031	0.2832126657659971
G000023865	0.201221	0.17194	0.2901016970024414
G000194155	0.199854	0.22314	0.2972957969321553
G000196675	0.222607	0.20146	0.33436549047731945
G000196835	0.204793	0.29901	0.2797864132958709
G000231055	0.197912	0.21642	0.2733816970024414
G000243395	0.196769	0.19695	0.2687816970024414
G000244955	0.197778	0.2409	0.27767280734201283
G000244975	0.198425	0.21608	0.25924169700244143
G000258175	0.200963	0.19297	0.29284169700244145
G000328705	0.208785	0.27329	0.2767326657659971
G000371785	0.21546	0.12754	0.33474829722389143
G000374445	0.208187	0.22803	0.30221819249610926
G000379465	0.216633	0.05965	0.3314131593944416
G000379625	0.246644	0.00277	0.3650054904773195
G000383795	0.186198	0.23093	0.25860735061687395
G000383915	0.200243	0.0603	0.28951641329587086
G000384035	0.212478	0.12672	0.3334682972238914
G000423625	0.218935	0.14994	0.34327549047731953
G000427825	0.245565	0.00321	0.2716850705703273
G000429025	0.218929	0.19459	0.35136549047731946
G000482865	0.206747	0.21358	0.3029081924961093
G000497205	0.20317	0.15361	0.3122857969321553
G000504245	0.204756	0.18231	0.3114058322285682
G000519205	0.205427	0.0002	0.2801991685141161
G000525635	0.20921	0.26357	0.28354221665042006
G000527075	0.198121	0.13286	0.26980169700244144
G000564855	0.207565	0.26769	0.2965281924961092
G000568255	0.212452	0.25912	0.29889221665042004
G000620785	0.218505	0.24852	0.34201549047731944
G000715825	0.208555	0.26385	0.28529281597100725
G000716595	0.205456	0.28242	0.28333266576599714
G000716755	0.209245	0.32444	0.27259266576599706
G000717175	0.222342	0.21308	0.3265154904773195
G000717335	0.205618	0.24552	0.2939864132958709
G000718005	0.213047	0.16886	0.3126128368414711
G000719115	0.210321	0.20719	0.3041968801325938
G000719975	0.200828	0.20932	0.28037061255371143
G000720955	0.20865	0.24349	0.2930470338165988
G000732925	0.203126	0.28144	0.2780064132958709
G000739085	0.197733	0.27939	0.2558491685141161
G000763095	0.213218	0.14357	0.3218282972238914
G000974445	0.211408	0.24115	0.30534688013259376
G001302585	0.208767	0.25747	0.30689819249610917
G001420995	0.219313	0.204	0.35790549047731945
G001701025	0.20395	0.27462	0.30051688013259387
G001902615	0.219542	0.20176	0.3534854904773195
G001921215	0.213656	0.27054	0.30102819249610924
G900104505	0.208611	0.23677	0.3009181924961092
G900115565	0.19767	0.28474	0.25518352396244676
G900129375	0.209623	0.22348	0.28217703381659887
