REF_ID	ESTIMATED_DISTANCE	PORTION_MAPPED	TRUE_DISTANCE
G000015005	0.187087	0.41336	0.22414315339196816
G000015305	0.176109	0.47137	0.20312207784802827
G000015405	0.184353	0.40569	0.2226927673282165
G000230895	0.196566	0.33794	0.244623025555455
G000230935	0.195185	0.33204	0.23897583929729066
G000266905	0.186217	0.42256	0.20858210693264492
G000317305	0.195202	0.31643	0.24087179569833764
G000328565	0.197438	0.32792	0.24002302555545504
G000373905	0.193982	0.13706	0.23308348645000215
G000379865		0.218203025555455
G000455165	0.184981	0.41963	0.21392501619355128
G000455325	0.162475	0.5017	0.18859906229139722
G000559085	0.193324	0.33001	0.24131583929729067
G000612825	0.185548	0.42414	0.21204348645000218
G000613185	0.190771	0.36822	0.2216617956983376
G000620625	0.193925	0.36573	0.2315161042723244
G000805385	0.168805	0.4809	0.19666906229139725
G001005175	0.192547	0.35765	0.215973025555455
G001021385	0.196283	0.32539	0.2385058392972907
G001044235	0.183162	0.43874	0.20370210693264496
G001044245	0.188141	0.37248	0.22034210693264494
G001049355	0.185576	0.43351	0.21575682287256553
G001291445	0.19287	0.32348	0.2335417956983376
G001428895	0.192119	0.37211	0.23363179569833759
G001499855	0.19284	0.33857	0.21580302555545505
G001499915	0.194424	0.33905	0.22125302555545506
G001570425	0.188695	0.39314	0.21641348645000213
G001583415	0.186484	0.39455	0.21231302555545503
G001655245	0.178306	0.46091	0.19974207784802828
