REF_ID	ESTIMATED_DISTANCE	PORTION_MAPPED	TRUE_DISTANCE
G000250675	0.185577	0.34323	0.20649567737595614
G000284035	0.184152	0.29285	0.20324261593523693
G000308515	0.202908	0.22963	0.24420288079780136
G000308595	0.186643	0.29898	0.20298961350762534
G000308655	0.194932	0.27174	0.22813248097987582
G000308675	0.199539	0.22233	0.23090145122375125
G000308715	0.184635	0.35077	0.19950567737595612
G000308755	0.171763	0.37736	0.18300555185429412
G000308795	0.186791	0.31688	0.2025652846340606
G000308835	0.211246	0.13713	0.21456304710242866
G000308875	0.189544	0.32629	0.21080388501199238
G000381925	0.200442	0.27538	0.22774790373607307
G000523235	0.196434	0.27684	0.22502236481847543
G000719275	0.131215	0.36304	0.18255013379258933
G000720425	0.19996	0.26887	0.2345628807978014
G001310275	0.191871	0.28115	0.20931724571093083
G001613465	0.155985	0.39986	0.18648346555225756
G001613505	0.192402	0.29484	0.21651728760440223
G001865855	0.196012	0.25919	0.23195248097987584
G001886715	0.180588	0.30677	0.2103773959248757
