	50076	510	80129	50395	156	160	3	6165	715	147	523	50070	80142	678	528	10	80152	45	560	521	6128	538	6168	6163	540	76	78	125	101
N18755	191.73452821711544	322.2884451147528	340.3169955283886	303.7228477721551	259.21037485421994	185.38996041424414	325.4996075444719	281.30273965002596	313.2739609946784	320.6450144601017	324.03374197325536	315.1574381833554	311.1264276085656	213.62412914633617	331.70921147909894	314.42729185595687	284.0901408753934	316.83260176382055	325.23289318184527	331.0657063685676	319.3388973285138	341.45177824455374	299.6371748089417	183.64813809422935	321.16295414876254	255.41493413368116	289.3130073684632	320.24142049966895	317.71631338311846
N18754	190.7362109571153	321.29012785475277	339.3186782683886	302.72453051215496	258.2120575942199	184.39164315424404	324.5012902844719	280.3044223900261	312.2756437346787	319.64669720010187	323.0354247132557	314.1591209233552	310.12811034856526	212.62581188633627	330.7108942190989	313.4289745959568	283.09182361539337	315.83428450382047	324.2345759218454	330.067389108568	318.3405800685139	340.4534609845538	298.6388575489417	182.64982083422936	320.164636888763	254.41661687368133	288.31469010846297	319.24310323966915	316.71799612311844
N18753	192.96168743711522	323.5156043347528	341.5441547483888	304.9500069921552	260.4375340742201	186.61711963424395	326.72676676447173	282.52989887002616	314.50112021467885	321.8721736801018	325.2609011932555	316.38459740335503	312.3535868285652	214.85128836633623	332.9363706990992	315.65445107595696	285.31730009539325	318.0597609838204	326.4600524018454	332.29286558856774	320.566056548514	342.678937464554	300.8643340289419	184.8752973142294	322.3901133687626	256.64209335368133	290.540166588463	321.4685797196693	318.9434726031184
N18752	189.1097632371152	319.663680134753	337.69223054838864	301.09808279215525	256.5856098742201	182.76519543424394	322.8748425644721	278.6779746700258	310.64919601467847	318.0202494801018	321.4089769932556	312.5326732033551	308.50166262856567	210.99936416633628	329.08444649909893	311.80252687595697	281.4653758953932	314.20783678382077	322.60812820184543	328.44094138856775	316.7141323485139	338.8270132645539	297.01240982894166	181.02337311422932	318.5381891687626	252.79016915368132	286.68824238846315	317.6166555196693	315.09154840311845
N18749	191.55068227711527	322.104599174753	340.13314958838873	303.53900183215524	259.02652891421985	185.20611447424406	325.31576160447196	281.118893710026	313.0901150546787	320.4611685201019	323.84989603325556	314.97359224335514	310.94258166856537	213.44028320633623	331.52536553909914	314.2434459159569	283.9062949353933	316.6487558238208	325.0490472418453	330.8818604285678	319.15505138851387	341.26793230455377	299.4533288689418	183.46429215422935	320.9791082087627	255.23108819368136	289.12916142846325	320.05757455966926	317.5324674431183
N18748	190.5278400871153	321.08175698475316	339.11030739838867	302.5161596421552	258.0036867242199	184.18327228424394	324.2929194144719	280.0960515200259	312.06727286467884	319.4383263301017	322.8270538432556	313.95075005335553	309.91973947856525	212.41744101633628	330.502523349099	313.22060372595683	282.8834527453933	315.6259136338206	324.0262050518454	329.8590182385679	318.13220919851375	340.2450901145539	298.43048667894163	182.44144996422946	319.95626601876234	254.20824600368113	288.1063192384629	319.0347323696692	316.5096252531185
N18747	189.69679231711532	320.250709214753	338.2792596283887	301.68511187215535	257.17263895421996	183.35222451424403	323.4618716444719	279.265003750026	311.2362250946787	318.60727856010175	321.9960060732556	313.1197022833553	309.08869170856553	211.58639324633626	329.6714755790992	312.38955595595695	282.05240497539324	314.7948658638206	323.19515728184547	329.0279704685678	317.3011614285137	339.4140423445538	297.59943890894175	181.61040219422944	319.1252182487629	253.37719823368118	287.2752714684633	318.20368459966926	315.6785774831185
N18745	196.5251684171153	327.0790853147527	345.10763572838874	308.5134879721551	264.00101505422003	190.18060061424399	330.29024774447197	286.093379850026	318.06460119467886	325.4356546601017	328.82438217325563	319.94807838335527	315.9170678085653	218.41476934633633	336.4998516790992	319.2179320559569	288.88078107539326	321.6232419638207	330.02353338184537	335.856346568568	324.1295375285137	346.2424184445538	304.42781500894176	188.43877829422948	325.95359434876246	260.20557433368117	294.10364756846315	325.0320606996691	322.50695358311845
N18744	196.7971363771152	327.351053274753	345.3796036883885	308.78545593215506	264.27298301421996	190.452568574244	330.56221570447184	286.36534781002604	318.3365691546787	325.7076226201018	329.0963501332555	320.2200463433553	316.1890357685654	218.6867373063363	336.77181963909925	319.4899000159569	289.1527490353933	321.8952099238207	330.2955013418453	336.12831452856784	324.4015054885139	346.5143864045538	304.69978296894186	188.7107462542294	326.2255623087624	260.47754229368115	294.3756155284633	325.30402865966914	322.7789215431186
N18743	187.54734319711528	318.10126009475266	336.1298105083886	299.5356627521553	255.02318983421998	181.20277539424416	321.3124225244717	277.11555463002617	309.08677597467874	316.4578294401017	319.84655695325546	310.97025316335515	306.93924258856543	209.4369441263363	327.522026459099	310.2401068359568	279.90295585539315	312.6454167438205	321.0457081618454	326.878521348568	315.1517123085138	337.26459322455395	295.4499897889417	179.46095307422945	316.97576912876247	251.22774911368128	285.12582234846343	316.0542354796692	313.5291283631185
N18740	185.47687020711527	316.03078710475285	334.0593375183886	297.4651897621551	252.95271684422	179.13230240424411	319.241949534472	275.0450816400261	307.01630298467876	314.387356450102	317.7760839632555	308.89978017335534	304.86876959856556	207.36647113633632	325.45155346909894	308.1696338459568	277.83248286539333	310.5749437538206	318.9752351718455	324.80804835856793	313.08123931851406	335.1941202345538	293.3795167989418	177.3904800842294	314.90529613876276	249.15727612368136	283.0553493584633	313.9837624896691	311.45865537311846
N18739	181.81031969711526	312.36423659475275	330.39278700838867	293.798639252155	249.28616633421993	175.46575189424405	315.5753990244721	271.3785311300261	303.3497524746787	310.72080594010197	314.10953345325555	305.23322966335553	301.2022190885654	203.69992062633622	321.7850029590989	304.50308333595683	274.16593235539347	306.9083932438206	315.3086846618455	321.14149784856767	309.4146888085136	331.52756972455376	289.7129662889417	173.72392957422935	311.2387456287622	245.49072561368112	279.38879884846324	310.3172119796692	307.7921048631185
