	50076	510	80129	50395	156	160	3	6165	715	147	523	50070	80142	678	528	10	80152	45	560	521	6128	538	6168	6163	540	76	78	125	101
N13289	278.2817580219804	307.51085544295887	327.8547080110312	300.4555185196513	300.43252196954995	278.01884028149715	310.2076306738893	299.27317940907164	290.19547874540825	308.9864779851055	308.96533351688475	304.654025662384	302.36643776719103	282.4256807504576	323.1946161699586	310.05556440954757	299.88954102122443	306.6991062198928	310.66207313811475	318.71491404330993	304.6082012740619	325.5994306090828	303.1174869839982	278.24186831602697	308.02350296638684	300.567092827591	293.6923918641488	305.53581904466523	304.8176937043015
N13286	280.0916156219801	309.3207130429594	329.6645656110314	302.265376119651	302.24237956955	279.8286978814972	312.01748827388946	301.08303700907175	292.0053363454081	310.7963355851055	310.7751911168848	306.46388326238383	304.1762953671909	284.23553835045794	325.0044737699585	311.8654220095475	301.6993986212245	308.50896381989287	312.47193073811485	320.5247716433101	306.4180588740617	327.4092882090827	304.927344583998	280.0517259160269	309.8333605663866	302.3769504275908	295.50224946414875	307.34567664466505	306.6275513043015
N13285	279.3241230719801	308.55322049295927	328.89707306103145	301.4978835696511	301.4748870195502	279.06120533149715	311.24999572388924	300.3155444590718	291.2378437954081	310.0288430351056	310.00769856688487	305.6963907123841	303.40880281719126	283.46804580045784	324.23698121995864	311.0979294595477	300.93190607122483	307.741471269893	311.7044381881146	319.75727909331	305.6505663240619	326.6417956590828	304.1598520339982	279.28423336602697	309.06586801638673	301.6094578775908	294.7347569141487	306.5781840946653	305.86005875430146
N13284	279.2234569619804	308.452554382959	328.79640695103154	301.397217459651	301.37422090955005	278.9605392214972	311.14932961388917	300.2148783490718	291.137177685408	309.92817692510556	309.9070324568848	305.5957246023839	303.308136707191	283.36737969045777	324.1363151099587	310.9972633495476	300.83123996122436	307.640805159893	311.6037720781146	319.65661298330957	305.5499002140618	326.54112954908265	304.0591859239983	279.183567256027	308.965201906387	301.5087917675908	294.63409080414885	306.4775179846654	305.75939264430156
N13282	277.4404587119803	306.6695561329592	327.0134087010314	299.61421920965097	299.5912226595501	277.17754097149725	309.3663313638892	298.4318800990718	289.35417943540807	308.1451786751054	308.1240342068849	303.81272635238395	301.52513845719113	281.5843814404579	322.3533168599587	309.21426509954756	299.0482417112244	305.8578069098928	309.82077382811474	317.8736147333099	303.76690196406213	324.75813129908283	302.27618767399804	277.4005690060269	307.18220365638695	299.7257935175909	292.8510925541489	304.69451973466505	303.9763943943014
N13281	276.9595619619803	306.18865938295903	326.5325119510315	299.13332245965097	299.1103259095499	276.6966442214973	308.8854346138893	297.9509833490718	288.87328268540836	307.6642819251054	307.6431374568849	303.33182960238406	301.04424170719096	281.103484690458	321.8724201099589	308.7333683495477	298.56734496122453	305.37691015989293	309.33987707811474	317.3927179833098	303.2860052140619	324.27723454908306	301.79529092399815	276.91967225602696	306.70130690638695	299.2448967675909	292.37019580414875	304.21362298466505	303.4954976443013
N13273	284.8678231819803	314.0969206029593	334.44077317103154	307.04158367965107	307.01858712955004	284.6049054414972	316.79369583388933	305.859244569072	296.78154390540817	315.57254314510556	315.55139867688473	311.240090822384	308.95250292719106	289.0117459104581	329.78068132995884	316.6416295695475	306.47560618122446	313.28517137989303	317.2481382981146	325.3009792033103	311.194266434062	332.185495769083	309.7035521439982	284.827933476027	314.60956812638693	307.15315798759104	300.27845702414925	312.1218842046651	311.40375886430166
N13272	284.0859973419803	313.315094762959	333.6589473310314	306.2597578396511	306.2367612895498	283.8230796014973	316.01186999388943	305.0774187290718	295.99971806540816	314.7907173051055	314.7695728368848	310.4582649823838	308.1706770871909	288.2299200704578	328.99885548995854	315.85980372954765	305.69378034122457	312.5033455398931	316.4663124581147	324.5191533633097	310.4124405940618	331.40366992908287	308.92172630399796	284.0461076360269	313.8277422863867	306.37133214759075	299.49663118414895	311.34005836466514	310.62193302430137
N13270	283.0578742419804	312.2869716629593	332.63082423103134	305.23163473965093	305.20863818955	282.79495650149715	314.98374689388925	304.04929562907176	294.9715949654081	313.76259420510536	313.7414497368849	309.43014188238396	307.1425539871909	287.2017969704577	327.97073238995864	314.83168062954746	304.6656572412243	311.475222439893	315.43818935811476	323.49103026330954	309.3843174940618	330.3755468290829	307.8936032039982	283.01798453602703	312.7996191863869	305.34320904759096	298.4685080841489	310.311935264665	309.5938099243013
N13269	282.62975501198036	311.8588524329592	332.2027050010313	304.80351550965094	304.7805189595499	282.3668372714971	314.55562766388925	303.6211763990717	294.5434757354082	313.33447497510565	313.31333050688477	309.00202265238397	306.714434757191	286.77367774045786	327.5426131599585	314.40356139954747	304.2375380112246	311.04710320989284	315.01007012811493	323.06291103331	308.95619826406187	329.9474275990828	307.4654839739981	282.5898653060268	312.37149995638686	304.91508981759085	298.0403888541489	309.88381603466524	309.1656906943014
N13267	282.16909632198025	311.3981937429593	331.7420463110315	304.3428568196513	304.31986026954996	281.9061785814973	314.0949689738894	303.1605177090719	294.0828170454081	312.87381628510536	312.8526718168847	308.5413639623838	306.25377606719127	286.3130190504574	327.0819544699585	313.94290270954764	303.7768793212243	310.58644451989284	314.5494114381149	322.60225234330966	308.4955395740619	329.48676890908257	307.004825283998	282.12920661602686	311.9108412663866	304.4544311275911	297.57973016414905	309.42315734466524	308.70503200430153
N13266	288.93635061198046	318.165448032959	338.50930060103155	311.11011110965086	311.08711455955	288.6734328714974	320.86222326388946	309.92777199907175	300.85007133540796	319.6410705751056	319.6199261068848	315.30861825238395	313.0210303571907	293.08027334045784	333.849208759959	320.71015699954745	310.54413361122465	317.3536988098929	321.3166657281148	329.36950663331004	315.26279386406185	336.2540231990825	313.7720795739982	288.8964609060269	318.67809555638695	311.22168541759095	304.3469844541489	316.1904116346653	315.4722862943014
N13265	282.0052108419802	311.2343082629591	331.57816083103154	304.1789713396511	304.15597478954993	281.74229310149707	313.9310834938893	302.99663222907174	293.91893156540783	312.70993080510584	312.6887863368846	308.3774784823841	306.08989058719106	286.1491335704577	326.9180689899585	313.7790172295475	303.61299384122464	310.422559039893	314.3855259581148	322.4383668633099	308.33165409406183	329.32288342908294	306.840939803998	281.965321136027	311.7469557863868	304.2905456475911	297.4158446841489	309.25927186466515	308.5411465243016
